"content","class"
"Add anise%2C peppercorns%2C and cloves to now empty skillet. Toast until fragrant%2C about 1 minute%3B transfer to spice grinder with seeds.",1
"Add thyme%2C marjoram%2C bay leaf%2C and cinnamon to spice grinder. Grind all seeds and spices into a fine powder. Transfer to a large bowl%3B set aside.",1
"To serve%2C place two tortillas on a serving plate. Top with two fried eggs. Spoon salsa all over the top%2C leaving the yolks exposed. Sprinkle with cotija cheese and more chopped cilantro. Serve immediately with refried beans.",1
"Combine rice and almonds in blender. Blend on high speed%2C stopping to shake jar as necessary until roughly powdered%2C about 30 seconds.",1
"Add remaining ingredients to blender and blend on high speed for a further 1 minute. Refrigerate and let steep overnight. The next day%2C strain through a fine mesh strainer. Add more sugar%2C cinnamon%2C and vanilla to taste. Serve chilled over ice.",1
"Stem chiles and shake seeds into a small bowl. Tear chiles into large pieces%3B set aside. Place 4 tablespoons of reserved chile seeds and sesame seeds in a small cast iron skillet set over medium heat. Toast seeds%2C stirring occasionally%2C until lightly brown%2C about 2 minutes. Transfer seeds to a spice grinder.",1
"Cut a small%2C shallow X in the bottom of each peach. Dip each into a pot of boiling water for 30 seconds%2C and then into a bowl of cold water for a minute. The peels should slide right off.",1
"Halve peaches and remove pits%2C then cut each half into quarters %28i.e. 8 chunks from each peach%29. Place peach chunks and water in a large pot and bring to a boil. Simmer until peaches are tender%2C about 15 to 20 minutes%2C stirring occasionally to ensure they cook evenly. Puree in a blender or with an immersion blender.",1
"%3Cstrong%3EBrown the Butter:%3C/strong%3E In 3-quart stainless steel saucier, melt butter over medium-low heat until fluid. Increase to medium and simmer, stirring with a heat-resistant spatula while butter hisses and pops; adjust heat as needed, so that dairy solids will not scorch before all the water can boil away. Continue cooking and stirring, scraping up any brown bits that form along the pan, until butter is golden yellow and perfectly silent (an indication the water has entirely boiled away). The entire process should take about 15 minutes; substantially shorter or longer times may indicate improper heat settings.",1
"Return the peaches to the large pot, add the sugar and lemon juice and bring the mixture to a good strong simmer/gentle boil, cooking them at this level for 30 to 40 minutes, stirring occasionally in the beginning and more often near the end, as it thickens up and the fruit masses risk scorching on the bottom of the pot.",1
"Drizzle a ribbon of sauce across the surface%3B when that ribbon holds its shape before dissolve into the pot%2C it is done.",1
"%3Cstrong%3EToast the Sugar:%3C/strong%3E Adjust oven rack to middle position, preheat to 350%C2%B0F (180%C2%B0C), and place the sugar in a 10-inch stainless steel skillet. Toast in the oven until fragrant and pale gold, like white sand, stirring thoroughly every 20 minutes or so to circulate sugar away from the edges of the pan. The whole process will take about 1 hour, but it can vary significantly depending on oven temperature accuracy, skillet size and shape, and frequency of stirring. Pour warm sugar into a 2-quart glass baking dish (or similar) to speed cooling and let it cool to approximately 70%C2%B0F (21%C2%B0C) before use. The cooled sugar can be used right away, or it can be stored in an airtight container indefinitely.",1
"Let peach butter cool (unless you&#8217;re canning it, in which, follow the directions below). If you&#8217;re not canning it, keep it in an airtight container in the fridge. It should be good for at least two weeks.",1
"%3Cu%3ETo can your peach butter:%3C/u%3E First, sterilize your jars, either by boiling them in a large, deep pot of water (which should cover the jars completely) for 10 minutes or washing them in lots of hot soapy water, rinsing and drying the parts well and then place the jars only in a 200 degree oven for 20 minutes. Then, divide your hot piping hot peach butter between your jars, leaving a little room at the top. Wipe the rims clean with a dry towel and cover the jars with their lids. Submerge the jars in a large, deep pot of boiling water for 10 minutes, either in a removable basket or using tongs to dip and remove them. Let cool completely on towels, a process that can take overnight. If canned properly, the peach butter should last indefinitely at room temperature.",1
"Pour the butter into the bowl of a stand mixer%2C along with all the toasty brown bits%2C and cool until thick%2C creamy%2C and opaque%2C or approximately 70%C2%B0F %2821%C2%B0C%29. This can be done passively over the course of several hours%2C or in about 20 minutes with a cold-water bath using a few ice cubes. Alternatively%2C the brown butter can be refrigerated up to a week in an airtight container and then warmed to about 70%C2%B0F %2821%C2%B0C%29 before use.",1
"Adjust oven rack to lower-middle position and preheat to 350%C2%B0F %28180%C2%B0C%29. Lightly grease three 8-inch anodized aluminum cake pans and line with parchment. If you don%27t have three pans%2C it%27s okay to bake the cakes in stages%3B the batter can be held at room temperature during this time.",1
"Whisk together in a small bowl. Set aside.",1
"Combine in a medium saucepan and bring to a boil over medium heat. Stir in cornstarch slurry and cook until thickened%2C about 1 to 2 minutes. Remove from heat and use immediately or store in an airtight container in the refrigerator for up to 2 weeks.",1
"%3Cstrong%3EFor the Cake:%3C/strong%3E In the bowl of a stand mixer fitted with a paddle attachment, combined the cooled brown butter, the cooled toasted sugar, baking powder, vanilla, water, salt, and baking soda. Mix on low speed to roughly incorporate; then increase to medium and beat until soft, fluffy, and pale, about 8 minutes. About halfway through, pause to scrape the bowl and beater with a flexible spatula.",1
"With the mixer still running, add eggs one at a time, letting each fully incorporate before adding the next. Reduce speed to low and sprinkle in about 1/3 of the cake flour, then drizzle in 1/3 of the milk. Repeat with remaining flour and milk, working in thirds as before.",1
"When the batter looks smooth, scrape the bowl and beater with a flexible spatula; then fold the batter once or twice from the bottom up to be sure everything is well-combined. The batter should look creamy and thick but not stiff.",1
"Divide evenly between prepared cake pans. Stagger pans together on one oven rack and bake until puffed%2C firm%2C and pale gold%2C about 35 minutes. If oven has uneven heat%2C pause to rotate the pans after about 16 minutes. Alternatively%2C bake two layers at once and finish the third later.",1
"Cool cakes directly in their pans until no trace of warmth remains and then run a butter knife around the edges to loosen. Invert onto a wire rack%2C peel off the parchment%2C and return cakes right side up %28covered in plastic%2C the cakes can be left at room temperature for a few hours%29. Frost and serve.",1
"Heat 1/2 tablespoon %287ml%29 vegetable oil in a wok over high heat until smoking. Add half of rice and cook%2C stirring and tossing%2C until the rice is pale brown and toasted and has a lightly chewy texture%2C about 3 minutes. Transfer to a medium bowl. Repeat with another 1/2 tablespoon oil and remaining rice.",1
"To make dough: Place flour and salt in a large mixing bowl and make a well in the center. Add water, egg and vegetable oil and mix, slowly incorporating flour until soft dough forms. Turn soft dough out onto floured surface and knead until smooth and elastic, about 8 minutes. Cover with a clean kitchen towel and let rest for 1 hour.",1
"Return all the rice to the wok and press it up the sides, leaving a space in the middle. Add 1/2 tablespoon (7ml) oil to the space. Add onion, carrot, scallions, and garlic and cook, stirring gently, until lightly softened and fragrant, about 1 minute. Toss with rice to combine. Add soy sauce and sesame oil and toss to coat. Season to taste with salt and white pepper.",1
"Push rice to the side of the wok and add remaining 1/2 tablespoon (7ml) oil. Break the egg into the oil and season with a little salt. Use a spatula to scramble the egg, breaking it up into small bits. Toss the egg and the rice together.",1
"Add frozen peas and continue to toss and stir until peas are thawed and every grain of rice is separate. Serve immediately.",1
"Boil a large stock pot of water, and working in batches, cook pierogies until they rise to the top of the boiling water. Serve with any or all of: sour cream, bacon, sliced onion, and scallion, along with cold beer.",1
"Assemble pierogies: Divide dough in half, reserving other half under a kitchen towel. Divide halved dough into 24 evenly sized pieces. Roll each piece into a round about 1/8-inch thick. Wet edges of dough and place a rounded teaspoon worth of filling in center of round. Close dough around filling creating a semicircle sealing edges with fingers. Repeat with all remaining dough (there may be some filling left).",1
"To make filling: Peel potatoes and cut into 1 inch pieces. Boil in salted water until potatoes are tender, about 10 minutes. Drain potatoes and place in a large bowl and mash with a potato masher or fork, slowly adding grated cheese. Season to taste with salt and pepper.",1
"Light 1 chimney full of charcoal. When all charcoal is lit and covered with gray ash%2C pour out and spread coals evenly over half of coal grate.",1
"In a large saucepan, melt butter over medium-high heat. Add onion and garlic and cook, stirring often, until softened and translucent, about 5 minutes; lower heat as necessary to prevent browning.",1
"Preheat a gas or charcoal grill to medium heat and place eggplants directly over heat source. Cook%2C turning occasionally with tongs%2C until eggplants are completely tender and well charred on all sides%2C 30 to 40 minutes. Wrap with foil and let rest 15 minutes.",1
"While coals heat%2C combine mayonnaise%2C sour cream%2C cheese%2C chili powder%2C garlic%2C and cilantro in a large bowl. Stir until homogeneous and set aside.",1
"When grill is hot, place corn directly over hot side of grill and cook, rotating occasionally, until cooked through and charred in spots on all sides, about 8 minutes total.",1
"Transfer corn to bowl with cheese mixture and use a large spoon to evenly coat corn on all sides with mixture. Sprinkle with extra cheese and chili powder and serve immediately with lime wedges.",1
"Add cauliflower%2C stock%2C and thyme. Cover%2C bring to a simmer%2C and cook%2C adjusting heat to maintain simmer%2C until cauliflower is tender%2C 5 to 6 minutes. Uncover and continue to simmer%2C stirring occasionally%2C until liquid is reduced by about three-quarters%2C about 20 minutes. Discard thyme sprig.",1
"Using a blender or immersion blender%2C blend cauliflower and liquid to form a very smooth puree. Season with salt. %28You can adjust puree consistency as needed%3A Thicken by cooking down further while stirring often over low heat in a wide nonstick skillet%2C or thin by whisking in liquid%2C such as stock%2C cream%2C or water.%29 Serve warm.",1
"Open foil package. Working with one eggplant at a time%2C use a sharp paring knife to slit each eggplant open lengthwise. Carefully scoop out soft flesh with a large spoon and transfer to a strainer set in a large bowl. Once all eggplant is scooped%2C pick out any stray bits of skin and blackened flesh and discard.",1
"Transfer eggplant to a salad spinner, distributing it evenly around the perimeter. Spin gently until all excess moisture is extracted. Discard all drippings, wipe out large bowl, and return eggplant to bowl.",1
"Add garlic and lemon juice to eggplant and stir vigorously with a fork until eggplant breaks down into a rough paste, about 1 1/2 minutes. Stirring constantly and vigorously, add tahini, followed by the olive oil in a thin, steady stream. The mixture should become pale and creamy. Stir in parsley and season to taste with salt, plus more lemon juice if desired.",1
"Transfer to a serving bowl%2C drizzle with more olive oil%2C and serve with warm pita bread or vegetables for dipping. Baba ganoush can be stored in an airtight container in the refrigerator for up to 4 days. Let baba ganoush warm to room temperature before serving.",1
"In a large bowl, beat eggs vigorously with a large pinch of salt until frothy. Set aside.",1
"Meanwhile, in a 10-inch nonstick or well-seasoned carbon steel skillet, heat oil over medium-high heat until shimmering. Add potatoes and onions; they should gently (but not vigorously) bubble in the oil. Regulating heat to maintain a gentle bubbling, cook, stirring occasionally, until potatoes and onions are meltingly tender, about 25 minutes. Set a fine-mesh strainer over a heatproof bowl and drain potatoes and onions of excess oil. Reserve oil.",1
"Transfer potatoes and onions to a medium heatproof bowl and season generously with salt, stirring well to combine. Beat eggs vigorously to re-froth, then scrape potato and onion in and stir until thoroughly combined. Set aside for 5 minutes.",1
"Meanwhile, wipe out skillet. Add 3 tablespoons (45ml) reserved frying oil to skillet and set over medium-high heat until shimmering. Scrape egg mixture into skillet and cook, swirling and shaking pan rapidly, until bottom and sides begin to set, about 3 minutes. Using a heatproof spatula, press the edges in to begin to form the tortilla%27s puck shape. Continue to cook, adjusting heat to prevent bottom of tortilla from burning, until beginning to set around edges, about 3 minutes longer.",1
"Working over a sink or garbage can, place a large overturned flat plate or lid on top of skillet, set hand on top (using a dish towel if you are sensitive to heat), and, in one very quick motion, invert tortilla onto it. Add 1 more tablespoon (15ml) reserved oil to skillet and return to heat. Carefully slide tortilla back into skillet and continue to cook until second side is beginning to firm up, about 2 minutes. Use rubber spatula to again press the sides in all around to form a rounded puck shape. Continue to cook tortilla until lightly browned on second side but still tender in the center when pressed with a finger, about 2 minutes longer. If desired, you can flip tortilla 2 to 3 more times during these last minutes of cooking, which helps to cook the center more evenly and reinforce the shape.",1
"Carefully slide tortilla out of skillet onto a clean plate %28or invert it onto a clean plate using same method as before%29 and let stand at least 5 minutes before serving with aioli.",1
"Adjust oven rack to center position and preheat oven to 350%C2%B0F. Spread black beans in a single layer on a foil-lined rimmed baking sheet. Place in oven and roast until beans are mostly split open and outer skins are beginning to get crunchy, about 20 minutes. Remove from oven and allow to cool slightly.",1
"While beans roast%2C heat 2 tablespoons oil in a medium skillet over medium-high heat until shimmering. Add onion and poblano and cook%2C stirring frequently%2C until softened%2C about 5 minutes. Add garlic and cook%2C stirring constantly%2C until fragrant%2C about 2 minutes. Add chipotle chili and its adobo sauce and cook%2C stirring%2C until fragrant%2C about 30 seconds. Transfer mixture to a large bowl.",1
"Place cashews in the bowl of a food processor and pulse until chopped into pieces no larger than 1/3-inch, about 12 short pulses. Add to bowl with onions and peppers.",1
"When beans are slightly cooled, transfer to food processor. Add cheese. Pulse until beans are roughly chopped (the largest pieces should be about 1/3 of a full bean in size). Transfer to bowl with onion/pepper mixture. Add mayonnaise, egg, and bread crumbs and season with salt and pepper. Fold together gently but thoroughly with hands. Patty mixture can be stored in an airtight container in the refrigerator for up to three days at this stage.",1
"%3Cstrong%3EFor the Spinach:%3C/strong%3E Heat olive oil and butter in a large saucepan over medium heat until melted. Add shallots and garlic, season with salt and pepper, and cook, stirring frequently, until softened and fragrant, about 1 minute. Add a few large handfuls of spinach and cook, stirring, until wilted. Continue adding spinach a handful at a time until it is all in the pot. Cook, stirring frequently, until spinach expels its moisture and most of that moisture evaporates, leaving a dry bottom as you stir. Season to taste with salt and pepper.",1
"Transfer spinach to a fine mesh strainer set over the sink and press out excess moisture with a rubber spatula. Let spinach continue to drain as you prepare the ricotta mixture.",1
"%3Cstrong%3EFor the Ricotta%3A%3C/strong%3E Combine ingredients in the bowl of a food processor. Season with salt and pepper. Process until completely smooth%2C about 1 minute.",1
"Combine all ingredients in a mixing bowl and whip with a hand mixer until fluffy and firm. Overwhipped cream will gradually form butter%2C so don%27t overwhip. This can also be done in a stand mixer.",1
"Transfer mixture to a large bowl but do not wipe out food processor. Transfer spinach to food processor and pulse until finely chopped, 10 to 12 short pulses. Add spinach and remaining ricotta to the ricotta mixture and fold gently to combine.",1
"Form bean mixture into 6 patties as wide as your burger buns. Heat 1 tablespoon oil in a large non-stick or cast iron skillet over medium heat until shimmering. Add 4 patties and cook%2C swirling pan occasionally%2C until well browned and crisp on first side%2C about 5 minutes. Carefully flip and cook until second side is browned%2C about 5 minutes longer%2C adding cheese if desired. If cooking more than 4 burgers%2C cook in batches%2C keeping cooked burgers on a rack set in a rimmed baking sheet in a 200%C2%B0F oven while second batch cooks.",1
"Spread top and bottom buns with chipotle mayonnaise or other condiments as desired. Add toppings to top or bottom bun as desired. Place patties on bottom buns, close burgers, and serve immediately.",1
"%3Cstrong%3EFor the White Sauce%3A%3C/strong%3E Heat butter in a medium saucepan over medium heat until melted. Add flour and increase heat to medium high. Cook%2C stirring butter and flour with a whisk until pale and golden blond%2C about 1 minute. Whisking constantly%2C slowly drizzle in milk. Continue to cook%2C whisking frequently%2C until mixture comes to a boil and thickens. Remove from heat and add mozzarella and gruyere. Whisk until smooth. Season to taste with salt and pepper.",1
"%3Cstrong%3ETo Assemble:%3C/strong%3E Adjust oven rack to lower middle position and preheat oven to 400%C2%B0F. Bring a large pot of salted water to a boil. Add pasta sheets a few at a time and cook until barely tender, about 45 seconds. Transfer to a fine mesh strainer and run under cool water until well chilled. Transfer to a clean kitchen towel in a single layer. Continue until all pasta is par-cooked and dried.",1
"Drizzle a small amount of white sauce over the bottom of a lasagna pan or large casserole. Add a layer of noodles. Top with 1/12th of spinach mixture and 1/12th of remaining white sauce. Continue layering pasta, spinach, and white sauce until you lay down the top sheet of pasta.",1
"Spread remaining spinach mixture evenly over the top. Sprinkle with remaining mozzarella and gruyere and drizzle with remaining white sauce. Spread into an even layer with a rubber spatula.",1
"Cover tightly with aluminum foil. Bake for 20 minutes. Remove foil and continue baking until bubble and lightly browned, about 20 minutes longer. Let rest at room temperature for 5 to 10 minutes, then slice and serve.",1
"Preheat broiler. Place tomatoes%2C cut side up%2C on a rimmed baking sheet and sprinkle evenly with 1 teaspoon salt. Add jalapeno%2C garlic%2C and onion to baking sheet. Place baking sheet in broiler and cook until tomatoes%2C jalapeno%2C garlic%2C and onion have slightly blackened%2C about 20 minutes%2C flipping jalapeno and garlic half way through. Remove from broiler and let sit until cool enough to handle%2C about 10 minutes.",1
"Stem and seed  jalapeno and peel garlic. Transfer tomatoes%2C jalapeno%2C garlic%2C and onion to the work bowl of a food processor fitted with a steel blade. Pulse until mixture is finely chopped.",1
"Transfer to a medium bowl. Stir in cilantro and lime juice. Season with salt and sugar to taste. Let rest in refrigerator for at least 30 minutes before serving. Store in an airtight container up to a week.",1
"Working one at a time%2C fry corn tortillas until lightly browned but still pliable%2C about 15 seconds per side. Transfer to a paper towel to drain and stack them as you work. Cover with foil or a clean kitchen towel to keep warm.",1
"When tortillas are cooked%2C reheat skillet over medium-high heat until oil is shimmering %28add more oil if necessary%29. Fry eggs%2C using a spoon to baste the tops with hot oil as they cook in order to help set the upper whites while keeping the yolk completely liquid. Fry until crisp on the bottom%2C whites are set%2C and yolks are golden%2C 1-2 minutes. Season with salt and pepper and slide onto a clean plate.",1
"Place potatoes in a medium saucepan and cover with 2 quarts water. Add vinegar and 2 tablespoons salt and bring to a boil over high heat. Cook until potatoes are tender, about 7 minutes. Drain and set aside.",1
"%3Cstrong%3EFor the aioli%3A%3C/strong%3E combine egg yolks%2C mustard%2C lemon juice%2C garlic%2C and 2 teaspoons water in bowl of food processor. Run processor until homogenous%2C about 5 seconds. Scrape down sides of bowl. With processor running%2C slowly add canola oil in thin%2C steady stream%2C stopping to scrape down sides as necessary. Sauce should thicken and come together. Transfer sauce to a large bowl set in a heavy pot lined with a towel. Whisking constantly%2C slowly drizzle in olive oil. Season to taste with salt%2C lemon juice%2C and black pepper. Set aside.",1
"Heat oil in a 12-inch non-stick or cast iron straight-sided saute pan over medium-high heat to 350 F. Add potatoes in single layer and cook%2C shaking the pan and flipping the potatoes with a spatula or tongs occasionally until golden brown and crisp%2C about 5 minutes. Remove from heat. Using slotted spoon or wire-mesh spider%2C transfer potatoes to bowl lined with paper towels. Season to taste with salt and pepper.",1
"Pile potatoes in a large bowl%2C drizzle with aioli%2C sprinkle with paprika and scallions%2C and serve%2C passing extra aioli tableside. Extra aioli will keep in the refrigerator for at least 1 week.",1
"Add oregano and chili strips and cook until fragrant%2C about 15 seconds.",1
"Add tomatoes and chipotle chilies with their sauce and bring to a simmer. Reduce heat to maintain a gentle simmer for 10 minutes.",1
"Puree mixture with a hand blender or in a standing blender until a loose puree is formed. Stir in cilantro%2C soy sauce%2C and lime juice and season to taste with salt and pepper. Set aside.",1
"Heat remaining 3 tablespoons oil in a medium cast iron or non-stick skillet over medium heat until shimmering.",1
"%3Cstrong%3EFor the Filling:%3C/strong%3E Heat oil in a 12-inch skillet over medium-high heat until shimmering. Add onions and cook until softened and beginning to brown around the edges, 5-7 minutes. Add jalape%C3%B1os and garlic and cook until fragrant, about 30 seconds. Add chili powder, oregano, cumin, coriander, and chipotle powder and cook until fragrant, about 30 seconds. Add ground chuck and cook, breaking apart with a wooden spoon or potato masher, until browned throughout, about 5 minutes.",1
"Stir in chicken stock and diced tomatoes and bring to a boil. Reduce to a simmer and cook until liquid thickens%2C about 15 minutes. Stir in cilantro and lime juice and season with salt to taste.",1
"Spoon meat mixture into taco shells and garnish with preferred fixings. Serve immediately.",1
"Combine in a medium bowl and toss to coat. Let rest for 30 minutes.",1
"Remove and discard jalape%C3%B1o slices. Set aside 1 cup of macerated strawberries for garnish. Transfer remaining strawberries and any exuded juices and syrup into a blender. Add lemon juice. Blend on high speed until smooth, about 1 minute. Strain through a fine mesh strainer into a pitcher. Discard solids. Add reserved strawberries and cold water and whisk to combine. Add ice. Serve in ice-filled glasses garnished with a strawberry and a jalape%C3%B1o slice.",1
"In a medium bowl, beat eggs with a disposable plastic or reusable wooden fork just until last traces of white are mixed in; season with salt and pepper.",1
"In a perfectly unscratched 8-inch nonstick skillet, melt butter, swirling over moderate heat, until fully melted and foamy but not browned. Add eggs and stir rapidly with fork, tines up, while shaking pan to agitate eggs; make sure to move fork all around pan to break up curds and scrape them from bottom of skillet as they form. Stop stirring as soon as eggs are very softly scrambled and creamy (but still loose enough to come together into a single mass), 1 to 2 minutes.",1
"Using fork, gently spread egg in an even layer around skillet and scrape down any wispy bits around the edges. The top surface should be loose and creamy, but if it looks too liquid and raw, cook undisturbed for another few seconds. (If it still flows, you can swirl skillet to send loose egg to the edges, where it will set more quickly.)",1
"Remove from heat, tilt skillet up by its handle, and, using fork, gently roll omelette down over itself until it is nearly folded in half. Using fork, push omelette to edge of skillet so that lower edge of egg begins to just barely overhang; use fork to fold overhanging edge of egg up, closing omelette.",1
"Hold skillet right over plate and turn omelette out onto it. It should be almond- or cigar-shaped%2C with the seam on bottom%3B if it%27s not%2C lay a clean kitchen towel over it and use your hands to adjust its shape and position%2C then remove towel. Serve. %28To make another omelette%2C wipe any eggy bits out of skillet and repeat.%29",1
"Combine potatoes%2C carrots%2C half of peas%2C favas%2C corn%2C and vegetable stock %28or water with stock base%29 in a pressure cooker. Bring to high pressure and cook for 15 minutes. Release pressure by running a stovetop pressure cooker under cold tap water or by using the quick steam release on an electric pressure cooker.",1
"Bring soup to a simmer. Using a potato masher or a stick whisk%2C mash vegetables until broth is thickened but some large pieces still remain. Add remaining fresh peas and fava beans and simmer until cooked through%2C about 5 minutes. Season to taste with salt and pepper and serve%2C making sure to include one piece of corn in each bowl %28along with a fork to pick it up%29%2C and sprinkle each serving with cilantro.",1
"In a blender, combine almonds with water and garlic and blend at high speed until milky; you may need to stop and scrape down sides of blender jar once or twice. Add bread and blend until very smooth. Season with salt, then blend in vinegar and olive oil. If using a less powerful blender, you may want to pass the soup through a fine-mesh strainer at this point; with a high-powered blender, that won%27t be necessary.",1
"Transfer soup to a sealed container and refrigerate until very well chilled, at least 2 hours and up to 2 days.",1
"%3Cstrong%3ETo Serve:%3C/strong%3E Cut up grapes into smaller pieces and toss with almonds, mint, and just enough olive oil to coat. Season garnish with salt. Shake or stir soup well. Check consistency and thin with cold water, if desired. Adjust seasoning, adding more salt and/or vinegar, if desired. Pour into chilled serving bowls. Spoon grape garnish on top, lightly drizzling more olive oil onto each serving in a decorative manner. Serve.",1
"Heat olive oil in a large saucepan or saucier over medium heat until shimmering. Add leek and celery. Season with salt and cook, stirring, until vegetables are softened but not browned, about 5 minutes. If pan starts to look dry at any point, add a small splash of olive oil. Add garlic and cook, stirring, until fragrant, about 30 seconds. Add zucchini and cook, stirring, for 1 minute. Add half of basil, stir to combine, and add water.",1
"Bring to a simmer and cook, stirring occasionally, until zucchini is tender but still bright green, about 10 minutes. Add remaining half of basil and blend soup using a handheld immersion blender or a countertop blender until it is as rough or as smooth as you like it. Season to taste with salt, black pepper, and lemon juice and serve, drizzling with additional olive oil at the table.",1
"Combine in a medium bowl and stir with a fork until homogenous. Season to taste with salt and pepper and set aside.",1
"Heat 1 tablespoon of oil in a large pot over medium-high heat until shimmering. Add the butternut squash, season with salt and pepper, and cook, stirring occasionally, until lightly browned, about 4 minutes. Remove and set aside. Add the remaining oil and heat until shimmering. Add the onion, carrot, pepper, and a pinch of salt  and cook, stirring, until softened, about 2 minutes. Add the curry powder and chili flakes and cook, stirring, until fragrant, about 30 seconds. Add the quinoa and toast until fragrant, about 1 minute.",1
"Heat remaining olive oil in a large Dutch oven over medium-high heat until shimmering. Add leek, onion, carrot, and celery and cook, stirring frequently, until softened but not browned, about 5 minutes. Add half of parsley-lemon mixture and cook, stirring, until fragrant, about 1 minute. Add lentils and stir until coated in oil. Add bay leaves and stock. Bring to a boil, reduce to a bare simmer, cover with lid slightly cracked, and cook until lentils are completely tender and falling apart, about 1 hour, adding water as necessary (lentils should be fully covered at all times).",1
"Using a hand blender, blend soup until as smooth as desired. Alternatively, transfer half of soup to a standing blender, blend until smooth, and fold back into remaining soup. Whisk in lemon juice and season to taste with salt and pepper. Serve, drizzling extra lemon-parsley mixture on top of each serving. Soup can be stored in the refrigerator for up to 5 days.",1
"Add the broth and adjust heat to maintain an active boil and cook until the quinoa is done%2C about 9 minutes. Stir in the kale and squash%2C until the kale has wilted and the squash tender but not mushy%2C about 2 minutes more. Stir in lemon juice%2C season with salt and pepper%2C divide between serving bowls%2C and top with the cilantro. Serve with toasted pita.",1
"Combine in a large bowl and set aside.",1
"%3Cstrong%3EFor the soup%3A %3C/strong%3EHeat olive oil in a large saucepan over medium-low heat until shimmering. Add leeks%2C onions%2C and garlic and cook%2C stirring frequently%2C until softened but not browned%2C about 8 minutes. Add mushrooms and cook%2C stirring frequently%2C until excess liquid evaporates and mushrooms start to sizzle%2C about 10 minutes.",1
"Add flour and stir to incorporate. Cook for 30 seconds. Add sherry or white wine and cook%2C stirring constantly and scraping bottom of pan%2C until thick and syrupy%2C about 1 minute. Add soy sauce and miso and stir to incorporate. Add broth and soaked mushrooms. Add bay leaves and thyme sprigs. Bring soup to a simmer and adjust heat to maintain a bare bubble. Let simmer for 30 minutes.",1
"%3Cstrong%3EFor the shiitake chips%3A %3C/strong%3ECombine remaining sliced shiitake mushrooms with the vegetable oil in a medium non-stick skillet. Heat over medium-low heat and cook%2C flipping mushrooms and stirring frequently%2C until dehydrated and well-browned. Transfer to a paper towel-lined plate with a slotted spatula and season immediately with salt. Let cool.",1
"Add torn bread slices to soup and soak for 30 seconds. Discard bay leaves and thyme and transfer soup to a blender. Close blender and blend%2C starting on low speed and slowly getting faster. Once blender is at full speed%2C slowly drizzle in olive oil. Continue blending until completely smooth. Rinse out pot and pour soup back into it through a chinois or fine mesh strainer. Season to taste with salt and pepper.",1
"Serve soup topped with crispy shiitake mushrooms%2C scallions%2C and a drizzle of extra-virgin olive oil.",1
"Combine in the bowl of a mortar and pestle%2C including only the stems of the cilantro and reserving the leaves. Sprinkle with about 1 teaspoon of salt. Pound into a rough paste and set aside. Thinly slice remaining half of jalapeno and set aside for garnish.",1
"Whisk sugar%2C cornstarch%2C and salt together in a 3-quart saucier. When no lumps of cornstarch remain%2C add milk and whisk to combine. Cook over medium heat%2C whisking constantly but not vigorously%2C until it begins to simmer. This will take about 6 minutes%2C if the process seems to be moving slowly%2C simply turn up the heat. When the mixture comes to a boil%2C set a timer and continue cooking and whisking for exactly 1 minute. This ensures the cornstarch is fully hydrated.",1
"Open 1 can of coconut milk and carefully spoon off 3 tablespoons of the solid fat from the surface and place it in a large Dutch oven with 1 tablespoon of vegetable oil. Heat over medium-high heat%2C stirring frequently%2C until coconut fat separates and solids start to sizzle%2C about 4 minutes. Continue cooking%2C stirring constantly%2C until solids turn pale golden brown%2C about 1 minute longer. Add the pounded garlic/ginger mixture and cook%2C stirring%2C until aromatic%2C about 30 seconds. Add sliced scallions and turmeric and cook%2C stirring%2C until lightly softened%2C about 1 minute.",1
"Add the remaining contents of both cans of coconut milk along with stock. Add sweet potatoes. Bring to a boil%2C and reduce to a bare simmer. Cook until sweet potatoes are totally softened%2C about 15 minutes.",1
"Combine in a medium skillet set over medium heat. Cook%2C tossing and stirring frequently%2C until peanuts are a deep golden brown%2C about 8 minutes. Immediately transfer to a bowl to prevent scorching.",1
"Transfer 1/2 cup of peanuts to a cutting board and roughly chop. Reserve for garnish. Transfer half of the remaining peanuts to the now-empty mortar and pestle. Sprinkle with 1 teaspoon sugar and a pinch of salt. Pound to form a rough paste%2C then transfer to pot of soup. Repeat with the other half of the remaining peanuts.",1
"When potatoes are fully softened%2C blend soup until mostly smooth but a little texture remains using a hand blender directly in the pot or by transferring to a countertop blender in batches. Bring to a simmer%2C stir in kale%2C and cook until kale is completely wilted and tender%2C about 5 minutes. Stir in lime juice. Season soup to taste with salt%2C pepper%2C and hot sauce. Stir in cilantro%2C reserving some for garnish. Serve soup with rice%2C sprinkled with cilantro%2C chopped peanuts%2C scallions%2C and sliced chilies.",1
"Transfer mixture to a large bowl%2C then whisk in the remaining milk and cream. Bearing in mind that the gelato will taste substantially less sweet once frozen%2C season with an additional pinch of salt%2C if desired. Cover and refrigerate the gelato base until cold%2C thick%2C and no warmer than 40%C2%B0F%2C about 3 hours.",1
"In a microwave-safe bowl%2C melt the chocolate with a few 15-second bursts at normal power%2C pausing to stir well between each addition. Add the coconut oil%2C and continue stirring until fully melted. For fine chips that partially homogenize into the gelato%2C cool to about 90%C2%B0F before use.",1
