"content","class","begins_with_num"
"3/4 cup unsalted butter, melted and slightly cooled","2","1"
"1/3 cup unsalted butter, melted and slightly cooled","2","1"
"2/3 cup unsalted butter, melted and slightly cooled","2","1"
"4 1/4 cup unsalted butter, melted and slightly cooled","2","1"
"4 1/2 cup unsalted butter, melted and slightly cooled","2","1"
"12 3/4 cup unsalted butter, melted and slightly cooled","2","1"
"12 1/3 cup unsalted butter, melted and slightly cooled","2","1"
"inches parchment paper","2","1"
"1/8 inches parchment paper","2","1"
"1/4 inches parchment paper","2","1"
"1/2 inches parchment paper","2","1"
"3/4 inches parchment paper","2","1"
"1/3 inches parchment paper","2","1"
"2/3 inches parchment paper","2","1"
"3 1/2 inches parchment paper","2","1"
"3 1/8 inches parchment paper","2","1"
"inches parchment paper","2","1"
"3/4 inches parchment paper","2","1"
"tbsp unsalted butter, melted","2","1"
"1/8 tbsp unsalted butter, melted","2","1"
"1/4 tbsp unsalted butter, melted","2","1"
"1/2 tbsp unsalted butter, melted","2","1"
"3/4 tbsp unsalted butter, melted","2","1"
"1/3 tbsp unsalted butter, melted","2","1"
"2/3 tbsp unsalted butter, melted","2","1"
"12 1/4 tbsp unsalted butter, melted","2","1"
"12 3/4 tbsp unsalted butter, melted","2","1"
"tbsp unsalted butter, melted","2","1"
"1/2 tbsp unsalted butter, melted","2","1"
"medium lime","2","1"
"1/8 medium lime","2","1"
"1/4 medium lime","2","1"
"1/2 medium lime","2","1"
"3/4 medium lime","2","1"
"1/3 medium lime","2","1"
"2/3 medium lime","2","1"
"4 1/4 medium lime","2","1"
"4  medium lime","2","1"
"1/8 medium lime","2","1"
"1/2 medium lime","2","1"
"oz vodka","2","1"
"1/8 oz vodka","2","1"
"1/4 oz vodka","2","1"
"1/2 oz vodka","2","1"
"3/4 oz vodka","2","1"
"1/3 oz vodka","2","1"
"2/3 oz vodka","2","1"
"2 3/4 oz vodka","2","1"
"2  oz vodka","2","1"
"4 2/3 oz vodka","2","1"
"4 1/3 oz vodka","2","1"
"oz ice cube","2","1"
"1/8 oz ice cube","2","1"
"1/4 oz ice cube","2","1"
"1/2 oz ice cube","2","1"
"3/4 oz ice cube","2","1"
"1/3 oz ice cube","2","1"
"2/3 oz ice cube","2","1"
"6 1/8 oz ice cube","2","1"
"6  oz ice cube","2","1"
"2 1/4 oz ice cube","2","1"
"2 1/3 oz ice cube","2","1"
"oz ginger beer","2","1"
"1/8 oz ginger beer","2","1"
"1/4 oz ginger beer","2","1"
"1/2 oz ginger beer","2","1"
"3/4 oz ginger beer","2","1"
"1/3 oz ginger beer","2","1"
"2/3 oz ginger beer","2","1"
"1 1/3 oz ginger beer","2","1"
"1  oz ginger beer","2","1"
"12 2/3 oz ginger beer","2","1"
"12  oz ginger beer","2","1"
"tbsp granulated sugar","2","1"
"1/8 tbsp granulated sugar","2","1"
"1/4 tbsp granulated sugar","2","1"
"1/2 tbsp granulated sugar","2","1"
"3/4 tbsp granulated sugar","2","1"
"1/3 tbsp granulated sugar","2","1"
"2/3 tbsp granulated sugar","2","1"
"1  tbsp granulated sugar","2","1"
"1 1/3 tbsp granulated sugar","2","1"
"4 2/3 tbsp granulated sugar","2","1"
"4  tbsp granulated sugar","2","1"
"large egg yolk","2","1"
"1/8 large egg yolk","2","1"
"1/4 large egg yolk","2","1"
"1/2 large egg yolk","2","1"
"3/4 large egg yolk","2","1"
"1/3 large egg yolk","2","1"
"2/3 large egg yolk","2","1"
"3/4 large egg yolk","2","1"
"1/3 large egg yolk","2","1"
"2 1/8 large egg yolk","2","1"
"2 1/2 large egg yolk","2","1"
"oz hot, freshly brewed black coffee","2","1"
"1/8 oz hot, freshly brewed black coffee","2","1"
"1/4 oz hot, freshly brewed black coffee","2","1"
"1/2 oz hot, freshly brewed black coffee","2","1"
"3/4 oz hot, freshly brewed black coffee","2","1"
"1/3 oz hot, freshly brewed black coffee","2","1"
"2/3 oz hot, freshly brewed black coffee","2","1"
"1/3 oz hot, freshly brewed black coffee","2","1"
"oz hot, freshly brewed black coffee","2","1"
"4 1/3 oz hot, freshly brewed black coffee","2","1"
"4 1/2 oz hot, freshly brewed black coffee","2","1"
"oz gin","2","1"
"1/8 oz gin","2","1"
"1/4 oz gin","2","1"
"1/2 oz gin","2","1"
"3/4 oz gin","2","1"
"1/3 oz gin","2","1"
"2/3 oz gin","2","1"
"1/8 oz gin","2","1"
"3/4 oz gin","2","1"
"2 1/2 oz gin","2","1"
"2 1/3 oz gin","2","1"
"oz tonic water","2","1"
"1/8 oz tonic water","2","1"
"1/4 oz tonic water","2","1"
"1/2 oz tonic water","2","1"
"3/4 oz tonic water","2","1"
"1/3 oz tonic water","2","1"
"2/3 oz tonic water","2","1"
"1 1/8 oz tonic water","2","1"
"1 3/4 oz tonic water","2","1"
"3 1/3 oz tonic water","2","1"
"3 1/4 oz tonic water","2","1"
"oz ice cube","2","1"
"1/8 oz ice cube","2","1"
"1/4 oz ice cube","2","1"
"1/2 oz ice cube","2","1"
"3/4 oz ice cube","2","1"
"1/3 oz ice cube","2","1"
"2/3 oz ice cube","2","1"
"12 1/4 oz ice cube","2","1"
"12 1/2 oz ice cube","2","1"
"2 1/2 oz ice cube","2","1"
"2 2/3 oz ice cube","2","1"
"medium lime","2","1"
"1/8 medium lime","2","1"
"1/4 medium lime","2","1"
"1/2 medium lime","2","1"
"3/4 medium lime","2","1"
"1/3 medium lime","2","1"
"2/3 medium lime","2","1"
"2 1/2 medium lime","2","1"
"2 1/4 medium lime","2","1"
"12 1/3 medium lime","2","1"
"12 1/8 medium lime","2","1"
"tbsp unsalted butter","2","1"
"1/8 tbsp unsalted butter","2","1"
"1/4 tbsp unsalted butter","2","1"
"1/2 tbsp unsalted butter","2","1"
"3/4 tbsp unsalted butter","2","1"
"1/3 tbsp unsalted butter","2","1"
"2/3 tbsp unsalted butter","2","1"
"3 1/2 tbsp unsalted butter","2","1"
"3 1/4 tbsp unsalted butter","2","1"
"1/3 tbsp unsalted butter","2","1"
"3/4 tbsp unsalted butter","2","1"
"medium yellow onion, finely diced","2","1"
"1/8 medium yellow onion, finely diced","2","1"
"1/4 medium yellow onion, finely diced","2","1"
"1/2 medium yellow onion, finely diced","2","1"
"3/4 medium yellow onion, finely diced","2","1"
"1/3 medium yellow onion, finely diced","2","1"
"2/3 medium yellow onion, finely diced","2","1"
"1 3/4 medium yellow onion, finely diced","2","1"
"1 1/2 medium yellow onion, finely diced","2","1"
"12 1/2 medium yellow onion, finely diced","2","1"
"12 3/4 medium yellow onion, finely diced","2","1"
"clove garlic, finely minced","2","1"
"1/8 clove garlic, finely minced","2","1"
"1/4 clove garlic, finely minced","2","1"
"1/2 clove garlic, finely minced","2","1"
"3/4 clove garlic, finely minced","2","1"
"1/3 clove garlic, finely minced","2","1"
"2/3 clove garlic, finely minced","2","1"
"6 3/4 clove garlic, finely minced","2","1"
"6 2/3 clove garlic, finely minced","2","1"
"2  clove garlic, finely minced","2","1"
"2 1/8 clove garlic, finely minced","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"4 1/4 tsp kosher salt","2","1"
"4  tsp kosher salt","2","1"
"3 3/4 tsp kosher salt","2","1"
"3 1/2 tsp kosher salt","2","1"
"tsp freshly ground black peppercorn","2","1"
"1/8 tsp freshly ground black peppercorn","2","1"
"1/4 tsp freshly ground black peppercorn","2","1"
"1/2 tsp freshly ground black peppercorn","2","1"
"3/4 tsp freshly ground black peppercorn","2","1"
"1/3 tsp freshly ground black peppercorn","2","1"
"2/3 tsp freshly ground black peppercorn","2","1"
"2 1/8 tsp freshly ground black peppercorn","2","1"
"2 1/3 tsp freshly ground black peppercorn","2","1"
"6 1/4 tsp freshly ground black peppercorn","2","1"
"6  tsp freshly ground black peppercorn","2","1"
"tbsp extra virgin olive oil","2","1"
"1/8 tbsp extra virgin olive oil","2","1"
"1/4 tbsp extra virgin olive oil","2","1"
"1/2 tbsp extra virgin olive oil","2","1"
"3/4 tbsp extra virgin olive oil","2","1"
"1/3 tbsp extra virgin olive oil","2","1"
"2/3 tbsp extra virgin olive oil","2","1"
"3  tbsp extra virgin olive oil","2","1"
"3 1/2 tbsp extra virgin olive oil","2","1"
"6 1/2 tbsp extra virgin olive oil","2","1"
"6 1/4 tbsp extra virgin olive oil","2","1"
"large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/8 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/4 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/2 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"3/4 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/3 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"2/3 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"3 1/8 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"3 3/4 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"4 1/3 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"4 2/3 large russet potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/8 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/4 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/2 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"3/4 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1/3 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"2/3 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"3 1/8 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"3 1/3 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1 2/3 medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"1  medium yukon gold potato, peeled, quartered, and cut into quarter-inch slices","2","1"
"cups low-sodium chicken stock","2","1"
"1/8 cups low-sodium chicken stock","2","1"
"1/4 cups low-sodium chicken stock","2","1"
"1/2 cups low-sodium chicken stock","2","1"
"3/4 cups low-sodium chicken stock","2","1"
"1/3 cups low-sodium chicken stock","2","1"
"2/3 cups low-sodium chicken stock","2","1"
"12 1/3 cups low-sodium chicken stock","2","1"
"12 1/8 cups low-sodium chicken stock","2","1"
"3  cups low-sodium chicken stock","2","1"
"3 1/4 cups low-sodium chicken stock","2","1"
"lb kale, tough stems removed and leaves roughly chopped","2","1"
"1/8 lb kale, tough stems removed and leaves roughly chopped","2","1"
"1/4 lb kale, tough stems removed and leaves roughly chopped","2","1"
"1/2 lb kale, tough stems removed and leaves roughly chopped","2","1"
"3/4 lb kale, tough stems removed and leaves roughly chopped","2","1"
"1/3 lb kale, tough stems removed and leaves roughly chopped","2","1"
"2/3 lb kale, tough stems removed and leaves roughly chopped","2","1"
"3 1/8 lb kale, tough stems removed and leaves roughly chopped","2","1"
"3 1/2 lb kale, tough stems removed and leaves roughly chopped","2","1"
"12 1/2 lb kale, tough stems removed and leaves roughly chopped","2","1"
"12 1/4 lb kale, tough stems removed and leaves roughly chopped","2","1"
"oz lingui�a, cut into quarter-inch slices","2","1"
"1/8 oz lingui�a, cut into quarter-inch slices","2","1"
"1/4 oz lingui�a, cut into quarter-inch slices","2","1"
"1/2 oz lingui�a, cut into quarter-inch slices","2","1"
"3/4 oz lingui�a, cut into quarter-inch slices","2","1"
"1/3 oz lingui�a, cut into quarter-inch slices","2","1"
"2/3 oz lingui�a, cut into quarter-inch slices","2","1"
"6 1/4 oz lingui�a, cut into quarter-inch slices","2","1"
"6 1/3 oz lingui�a, cut into quarter-inch slices","2","1"
"1/2 oz lingui�a, cut into quarter-inch slices","2","1"
"1/3 oz lingui�a, cut into quarter-inch slices","2","1"
"tbsp freshly minced chive","2","1"
"1/8 tbsp freshly minced chive","2","1"
"1/4 tbsp freshly minced chive","2","1"
"1/2 tbsp freshly minced chive","2","1"
"3/4 tbsp freshly minced chive","2","1"
"1/3 tbsp freshly minced chive","2","1"
"2/3 tbsp freshly minced chive","2","1"
"1 1/2 tbsp freshly minced chive","2","1"
"1  tbsp freshly minced chive","2","1"
"12 3/4 tbsp freshly minced chive","2","1"
"12 1/4 tbsp freshly minced chive","2","1"
"lb lump blue crab meat, picked over for shells","2","1"
"1/8 lb lump blue crab meat, picked over for shells","2","1"
"1/4 lb lump blue crab meat, picked over for shells","2","1"
"1/2 lb lump blue crab meat, picked over for shells","2","1"
"3/4 lb lump blue crab meat, picked over for shells","2","1"
"1/3 lb lump blue crab meat, picked over for shells","2","1"
"2/3 lb lump blue crab meat, picked over for shells","2","1"
"3 1/4 lb lump blue crab meat, picked over for shells","2","1"
"3 1/3 lb lump blue crab meat, picked over for shells","2","1"
"2 1/3 lb lump blue crab meat, picked over for shells","2","1"
"2 1/2 lb lump blue crab meat, picked over for shells","2","1"
"cup mayonnaise","2","1"
"1/8 cup mayonnaise","2","1"
"1/4 cup mayonnaise","2","1"
"1/2 cup mayonnaise","2","1"
"3/4 cup mayonnaise","2","1"
"1/3 cup mayonnaise","2","1"
"2/3 cup mayonnaise","2","1"
"6 1/2 cup mayonnaise","2","1"
"6 1/8 cup mayonnaise","2","1"
"1/4 cup mayonnaise","2","1"
"1/3 cup mayonnaise","2","1"
"cup panko bread crumbs","2","1"
"1/8 cup panko bread crumbs","2","1"
"1/4 cup panko bread crumbs","2","1"
"1/2 cup panko bread crumbs","2","1"
"3/4 cup panko bread crumbs","2","1"
"1/3 cup panko bread crumbs","2","1"
"2/3 cup panko bread crumbs","2","1"
"2 2/3 cup panko bread crumbs","2","1"
"2  cup panko bread crumbs","2","1"
"12 3/4 cup panko bread crumbs","2","1"
"12  cup panko bread crumbs","2","1"
"large egg, beaten","2","1"
"1/8 large egg, beaten","2","1"
"1/4 large egg, beaten","2","1"
"1/2 large egg, beaten","2","1"
"3/4 large egg, beaten","2","1"
"1/3 large egg, beaten","2","1"
"2/3 large egg, beaten","2","1"
"1 1/8 large egg, beaten","2","1"
"1 3/4 large egg, beaten","2","1"
"3 2/3 large egg, beaten","2","1"
"3 1/4 large egg, beaten","2","1"
"tbsp dijon mustard","2","1"
"1/8 tbsp dijon mustard","2","1"
"1/4 tbsp dijon mustard","2","1"
"1/2 tbsp dijon mustard","2","1"
"3/4 tbsp dijon mustard","2","1"
"1/3 tbsp dijon mustard","2","1"
"2/3 tbsp dijon mustard","2","1"
"6 2/3 tbsp dijon mustard","2","1"
"6 1/8 tbsp dijon mustard","2","1"
"1 3/4 tbsp dijon mustard","2","1"
"1 2/3 tbsp dijon mustard","2","1"
"tsp worcestershire sauce","2","1"
"1/8 tsp worcestershire sauce","2","1"
"1/4 tsp worcestershire sauce","2","1"
"1/2 tsp worcestershire sauce","2","1"
"3/4 tsp worcestershire sauce","2","1"
"1/3 tsp worcestershire sauce","2","1"
"2/3 tsp worcestershire sauce","2","1"
"12 1/8 tsp worcestershire sauce","2","1"
"12 1/4 tsp worcestershire sauce","2","1"
"6 1/8 tsp worcestershire sauce","2","1"
"6 2/3 tsp worcestershire sauce","2","1"
"tsp hot sauce","2","1"
"1/8 tsp hot sauce","2","1"
"1/4 tsp hot sauce","2","1"
"1/2 tsp hot sauce","2","1"
"3/4 tsp hot sauce","2","1"
"1/3 tsp hot sauce","2","1"
"2/3 tsp hot sauce","2","1"
"3  tsp hot sauce","2","1"
"3 1/8 tsp hot sauce","2","1"
"4 1/4 tsp hot sauce","2","1"
"4 1/3 tsp hot sauce","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"6  tsp kosher salt","2","1"
"6 2/3 tsp kosher salt","2","1"
"1 1/8 tsp kosher salt","2","1"
"1 1/4 tsp kosher salt","2","1"
"tsp freshly ground black peppercorn","2","1"
"1/8 tsp freshly ground black peppercorn","2","1"
"1/4 tsp freshly ground black peppercorn","2","1"
"1/2 tsp freshly ground black peppercorn","2","1"
"3/4 tsp freshly ground black peppercorn","2","1"
"1/3 tsp freshly ground black peppercorn","2","1"
"2/3 tsp freshly ground black peppercorn","2","1"
"3 1/4 tsp freshly ground black peppercorn","2","1"
"3 3/4 tsp freshly ground black peppercorn","2","1"
"12 2/3 tsp freshly ground black peppercorn","2","1"
"12 1/4 tsp freshly ground black peppercorn","2","1"
"lb lump blue crab meat","2","1"
"1/8 lb lump blue crab meat","2","1"
"1/4 lb lump blue crab meat","2","1"
"1/2 lb lump blue crab meat","2","1"
"3/4 lb lump blue crab meat","2","1"
"1/3 lb lump blue crab meat","2","1"
"2/3 lb lump blue crab meat","2","1"
"4 1/8 lb lump blue crab meat","2","1"
"4 1/2 lb lump blue crab meat","2","1"
"2 1/4 lb lump blue crab meat","2","1"
"2  lb lump blue crab meat","2","1"
"inches parchment paper","2","1"
"1/8 inches parchment paper","2","1"
"1/4 inches parchment paper","2","1"
"1/2 inches parchment paper","2","1"
"3/4 inches parchment paper","2","1"
"1/3 inches parchment paper","2","1"
"2/3 inches parchment paper","2","1"
"6 3/4 inches parchment paper","2","1"
"6 1/8 inches parchment paper","2","1"
"3 1/8 inches parchment paper","2","1"
"3 1/4 inches parchment paper","2","1"
"tbsp vegetable oil","2","1"
"1/8 tbsp vegetable oil","2","1"
"1/4 tbsp vegetable oil","2","1"
"1/2 tbsp vegetable oil","2","1"
"3/4 tbsp vegetable oil","2","1"
"1/3 tbsp vegetable oil","2","1"
"2/3 tbsp vegetable oil","2","1"
"6  tbsp vegetable oil","2","1"
"6 1/8 tbsp vegetable oil","2","1"
"1/3 tbsp vegetable oil","2","1"
"1/2 tbsp vegetable oil","2","1"
"tbsp unsalted butter","2","1"
"1/8 tbsp unsalted butter","2","1"
"1/4 tbsp unsalted butter","2","1"
"1/2 tbsp unsalted butter","2","1"
"3/4 tbsp unsalted butter","2","1"
"1/3 tbsp unsalted butter","2","1"
"2/3 tbsp unsalted butter","2","1"
"3 1/3 tbsp unsalted butter","2","1"
"3 2/3 tbsp unsalted butter","2","1"
"3/4 tbsp unsalted butter","2","1"
"1/4 tbsp unsalted butter","2","1"
"large lemon, cut into wedges","2","1"
"1/8 large lemon, cut into wedges","2","1"
"1/4 large lemon, cut into wedges","2","1"
"1/2 large lemon, cut into wedges","2","1"
"3/4 large lemon, cut into wedges","2","1"
"1/3 large lemon, cut into wedges","2","1"
"2/3 large lemon, cut into wedges","2","1"
"4 1/3 large lemon, cut into wedges","2","1"
"4 1/4 large lemon, cut into wedges","2","1"
"3 1/2 large lemon, cut into wedges","2","1"
"3 2/3 large lemon, cut into wedges","2","1"
"cup freshly squeezed lemon juice","2","1"
"1/8 cup freshly squeezed lemon juice","2","1"
"1/4 cup freshly squeezed lemon juice","2","1"
"1/2 cup freshly squeezed lemon juice","2","1"
"3/4 cup freshly squeezed lemon juice","2","1"
"1/3 cup freshly squeezed lemon juice","2","1"
"2/3 cup freshly squeezed lemon juice","2","1"
"4  cup freshly squeezed lemon juice","2","1"
"4 1/3 cup freshly squeezed lemon juice","2","1"
"12 1/2 cup freshly squeezed lemon juice","2","1"
"12 1/4 cup freshly squeezed lemon juice","2","1"
"cup olive oil","2","1"
"1/8 cup olive oil","2","1"
"1/4 cup olive oil","2","1"
"1/2 cup olive oil","2","1"
"3/4 cup olive oil","2","1"
"1/3 cup olive oil","2","1"
"2/3 cup olive oil","2","1"
"6 1/3 cup olive oil","2","1"
"6 1/2 cup olive oil","2","1"
"12  cup olive oil","2","1"
"12 1/3 cup olive oil","2","1"
"cloves garlic, peeled and minced","2","1"
"1/8 cloves garlic, peeled and minced","2","1"
"1/4 cloves garlic, peeled and minced","2","1"
"1/2 cloves garlic, peeled and minced","2","1"
"3/4 cloves garlic, peeled and minced","2","1"
"1/3 cloves garlic, peeled and minced","2","1"
"2/3 cloves garlic, peeled and minced","2","1"
"1/8 cloves garlic, peeled and minced","2","1"
"1/3 cloves garlic, peeled and minced","2","1"
"4  cloves garlic, peeled and minced","2","1"
"4 1/3 cloves garlic, peeled and minced","2","1"
"tsp kosher salt","2","1"
"1/8 tsp kosher salt","2","1"
"1/4 tsp kosher salt","2","1"
"1/2 tsp kosher salt","2","1"
"3/4 tsp kosher salt","2","1"
"1/3 tsp kosher salt","2","1"
"2/3 tsp kosher salt","2","1"
"6 2/3 tsp kosher salt","2","1"
"6 3/4 tsp kosher salt","2","1"
"3 1/4 tsp kosher salt","2","1"
"3 2/3 tsp kosher salt","2","1"
"tsp freshly ground black peppercorn","2","1"
"1/8 tsp freshly ground black peppercorn","2","1"
"1/4 tsp freshly ground black peppercorn","2","1"
"1/2 tsp freshly ground black peppercorn","2","1"
"3/4 tsp freshly ground black peppercorn","2","1"
"1/3 tsp freshly ground black peppercorn","2","1"
"2/3 tsp freshly ground black peppercorn","2","1"
"6 1/3 tsp freshly ground black peppercorn","2","1"
"6 1/4 tsp freshly ground black peppercorn","2","1"
"1 2/3 tsp freshly ground black peppercorn","2","1"
"1 1/8 tsp freshly ground black peppercorn","2","1"
"tsp ground cumin seed","2","1"
"1/8 tsp ground cumin seed","2","1"
"1/4 tsp ground cumin seed","2","1"
"1/2 tsp ground cumin seed","2","1"
"3/4 tsp ground cumin seed","2","1"
"1/3 tsp ground cumin seed","2","1"
"2/3 tsp ground cumin seed","2","1"
"2/3 tsp ground cumin seed","2","1"
"1/8 tsp ground cumin seed","2","1"
"4 1/2 tsp ground cumin seed","2","1"
"4 3/4 tsp ground cumin seed","2","1"
"tsp paprika","2","1"
"1/8 tsp paprika","2","1"
"1/4 tsp paprika","2","1"
"1/2 tsp paprika","2","1"
"3/4 tsp paprika","2","1"
"1/3 tsp paprika","2","1"
"2/3 tsp paprika","2","1"
"4  tsp paprika","2","1"
"4 1/2 tsp paprika","2","1"
"12 3/4 tsp paprika","2","1"
"12 1/4 tsp paprika","2","1"
"tsp turmeric powder","2","1"
"1/8 tsp turmeric powder","2","1"
"1/4 tsp turmeric powder","2","1"
"1/2 tsp turmeric powder","2","1"
"3/4 tsp turmeric powder","2","1"
"1/3 tsp turmeric powder","2","1"
"2/3 tsp turmeric powder","2","1"
"6 1/2 tsp turmeric powder","2","1"
"6 2/3 tsp turmeric powder","2","1"
"12 1/8 tsp turmeric powder","2","1"
"12 3/4 tsp turmeric powder","2","1"
"tsp ground cinnamon","2","1"
"1/8 tsp ground cinnamon","2","1"
"1/4 tsp ground cinnamon","2","1"
"1/2 tsp ground cinnamon","2","1"
"3/4 tsp ground cinnamon","2","1"
"1/3 tsp ground cinnamon","2","1"
"2/3 tsp ground cinnamon","2","1"
"1/8 tsp ground cinnamon","2","1"
"3/4 tsp ground cinnamon","2","1"
"6 1/3 tsp ground cinnamon","2","1"
"6 3/4 tsp ground cinnamon","2","1"
"tsp red pepper flakes","2","1"
"1/8 tsp red pepper flakes","2","1"
"1/4 tsp red pepper flakes","2","1"
"1/2 tsp red pepper flakes","2","1"
"3/4 tsp red pepper flakes","2","1"
"1/3 tsp red pepper flakes","2","1"
"2/3 tsp red pepper flakes","2","1"
"12 3/4 tsp red pepper flakes","2","1"
"12 1/8 tsp red pepper flakes","2","1"
"3 2/3 tsp red pepper flakes","2","1"
"3  tsp red pepper flakes","2","1"
"lbs boneless, skinless chicken thigh","2","1"
"1/8 lbs boneless, skinless chicken thigh","2","1"
"1/4 lbs boneless, skinless chicken thigh","2","1"
"1/2 lbs boneless, skinless chicken thigh","2","1"
"3/4 lbs boneless, skinless chicken thigh","2","1"
"1/3 lbs boneless, skinless chicken thigh","2","1"
"2/3 lbs boneless, skinless chicken thigh","2","1"
"2 1/8 lbs boneless, skinless chicken thigh","2","1"
"2 1/4 lbs boneless, skinless chicken thigh","2","1"
"4 3/4 lbs boneless, skinless chicken thigh","2","1"
"4 2/3 lbs boneless, skinless chicken thigh","2","1"
"tbsp olive oil","2","1"
"1/8 tbsp olive oil","2","1"
"1/4 tbsp olive oil","2","1"
"1/2 tbsp olive oil","2","1"
"3/4 tbsp olive oil","2","1"
"1/3 tbsp olive oil","2","1"
"2/3 tbsp olive oil","2","1"
"1 1/3 tbsp olive oil","2","1"
"1 2/3 tbsp olive oil","2","1"
"6 1/4 tbsp olive oil","2","1"
"6 1/8 tbsp olive oil","2","1"
"large red onion, peeled and quartered","2","1"
"1/8 large red onion, peeled and quartered","2","1"
"1/4 large red onion, peeled and quartered","2","1"
"1/2 large red onion, peeled and quartered","2","1"
"3/4 large red onion, peeled and quartered","2","1"
"1/3 large red onion, peeled and quartered","2","1"
"2/3 large red onion, peeled and quartered","2","1"
"12 3/4 large red onion, peeled and quartered","2","1"
"12 1/8 large red onion, peeled and quartered","2","1"
"1 1/2 large red onion, peeled and quartered","2","1"
"1 1/3 large red onion, peeled and quartered","2","1"
"cup freshly minced parsley","2","1"
"1/8 cup freshly minced parsley","2","1"
"1/4 cup freshly minced parsley","2","1"
"1/2 cup freshly minced parsley","2","1"
"3/4 cup freshly minced parsley","2","1"
"1/3 cup freshly minced parsley","2","1"
"2/3 cup freshly minced parsley","2","1"
"2 2/3 cup freshly minced parsley","2","1"
"2  cup freshly minced parsley","2","1"
"3  cup freshly minced parsley","2","1"
"3 1/4 cup freshly minced parsley","2","1"
"cup kalamata olive","2","1"
"1/8 cup kalamata olive","2","1"
"1/4 cup kalamata olive","2","1"
"1/2 cup kalamata olive","2","1"
"3/4 cup kalamata olive","2","1"
"1/3 cup kalamata olive","2","1"
"2/3 cup kalamata olive","2","1"
"4 1/3 cup kalamata olive","2","1"
"4 1/4 cup kalamata olive","2","1"
"2  cup kalamata olive","2","1"
"2 2/3 cup kalamata olive","2","1"
"medium pita bread","2","1"
"1/8 medium pita bread","2","1"
"1/4 medium pita bread","2","1"
"1/2 medium pita bread","2","1"
"3/4 medium pita bread","2","1"
"1/3 medium pita bread","2","1"
"2/3 medium pita bread","2","1"
"1/3 medium pita bread","2","1"
"1/2 medium pita bread","2","1"
"4 1/3 medium pita bread","2","1"
"4 1/2 medium pita bread","2","1"
"cup tzatziki sauce","2","1"
"1/8 cup tzatziki sauce","2","1"
"1/4 cup tzatziki sauce","2","1"
"1/2 cup tzatziki sauce","2","1"
"3/4 cup tzatziki sauce","2","1"
"1/3 cup tzatziki sauce","2","1"
"2/3 cup tzatziki sauce","2","1"
"1 1/8 cup tzatziki sauce","2","1"
"1 2/3 cup tzatziki sauce","2","1"
"4 2/3 cup tzatziki sauce","2","1"
"4 1/4 cup tzatziki sauce","2","1"
"lb persian cucumber, peeled and ends cut off","2","1"
"1/8 lb persian cucumber, peeled and ends cut off","2","1"
"1/4 lb persian cucumber, peeled and ends cut off","2","1"
"1/2 lb persian cucumber, peeled and ends cut off","2","1"
"3/4 lb persian cucumber, peeled and ends cut off","2","1"
"1/3 lb persian cucumber, peeled and ends cut off","2","1"
"2/3 lb persian cucumber, peeled and ends cut off","2","1"
"12 1/4 lb persian cucumber, peeled and ends cut off","2","1"
"12  lb persian cucumber, peeled and ends cut off","2","1"
"3 1/8 lb persian cucumber, peeled and ends cut off","2","1"
"3 1/3 lb persian cucumber, peeled and ends cut off","2","1"
"cups greek yogurt","2","1"
"1/8 cups greek yogurt","2","1"
"1/4 cups greek yogurt","2","1"
"1/2 cups greek yogurt","2","1"
"3/4 cups greek yogurt","2","1"
"1/3 cups greek yogurt","2","1"
"2/3 cups greek yogurt","2","1"
"cups greek yogurt","2","1"
