"content","class"
"When%20croutons%20are%20cooked,%20add%20onions,%20dressing,%20and%20half%20of%20croutons%20to%20large%20bowl%20with%20wilted%20kale.%20Toss%20with%20hands%20until%20thoroughly%20coated.%20Serve%20sprinkled%20with%20remaining%20croutons.",1
"If%20using%20fava%20beans%20and%20peas%20in%20their%20pods%2C%20shuck%20the%20beans%20and%20peas%20from%20their%20pods%2C%20keeping%20them%20separate.%20Discard%20the%20pods.%20Bring%20a%20large%20pot%20of%20salted%20water%20to%20a%20boil%20and%20prepare%20an%20ice%20bath.%20Working%20with%20one%20vegetable%20at%20a%20time%2C%20blanch%20the%20veggies%20in%20the%20boiling%20water%20for%201%20minute%2C%20transfer%20to%20the%20ice%20bath%20to%20cool%2C%20then%20transfer%20to%20a%20paper%20towel-lined%20tray%20and%20pat%20dry.%20Remove%20and%20discard%20the%20skins%20from%20each%20individual%20fava%20bean.%20Set%20vegetables%20aside.",1
"Tear%20the%20bread%20into%20small%20pieces%20and%20transfer%20to%20the%20bowl%20of%20a%20food%20processor,%20mini-chopper,%20or%20blender.%20Pulse%20until%20reduced%20to%20fine%20bread%20crumbs.",1
"Heat%20butter%20in%20a%20small%20skillet%20over%20medium%20heat%20until%20melted,%20then%20add%20bread%20crumbs%20and%20cook,%20stirring%20and%20tossing%20frequently,%20until%20golden%20brown%20and%20crisp,%20about%205%20minutes.%20Add%20half%20of%20shallots%20and%20cook,%20stirring,%20until%20fragrant,%20about%2030%20seconds.%20Remove%20from%20heat,%20add%20half%20of%20parsley%20and%20half%20of%20chives,%20and%20toss%20to%20combine.%20Season%20mixture%20to%20taste%20with%20salt%20and%20pepper.",1
"In%20a%20large%20bowl,%20whisk%20together%20lemon%20juice,%20lemon%20zest,%20and%20remaining%20shallot,%20parsley,%20and%20chives.%20Slowly%20drizzle%20in%20the%20olive%20oil,%20whisking%20constantly.%20Add%20the%20blanched%20vegetables,%20toss%20to%20combine,%20and%20season%20to%20taste%20with%20salt%20and%20pepper.%20Divide%20the%20vegetables%20between%20four%20serving%20plates%20or%20bowls,%20making%20a%20small%20indentation%20to%20place%20the%20egg.",1
"Transfer%20the%20poached%20eggs%20to%20the%20skillet%20with%20the%20bread%20crumbs%20and%20turn%20them%20carefully%20to%20coat%20in%20crumbs.%20Place%20the%20eggs%20on%20top%20of%20the%20salad%20and%20spoon%20any%20remaining%20crumbs%20on%20top.%20Serve%20immediately.",1
"%3Cstrong%3EFor%20the%20Beets%3A%3C/strong%3E%20Preheat%20oven%20to%20375%20F.%20Fold%20a%2012-%20by%2024-inch%20sheet%20of%20aluminum%20foil%20in%20half%20to%20form%20a%20square.%20Crimp%20together%20foil%20on%202%20sides%20of%20square%20to%20form%20a%20pouch%20with%20an%20opening%20on%20one%20side.%20In%20a%20medium%20bowl%2C%20toss%20together%20beets%2C%201%20tablespoon%20olive%20oil%2C%20and%20salt%20and%20pepper%20to%20taste%20until%20beets%20are%20coated.%20Add%20to%20pouch%20and%20crimp%20remaining%20side%20to%20seal.%20%28If%20using%20beets%20of%20multiple%20colors%2C%20roast%20in%20separate%20pouches.%29%20Transfer%20to%20a%20rimmed%20baking%20sheet%20and%20place%20in%20oven.%20Roast%20until%20beets%20are%20completely%20tender%20and%20a%20toothpick%20or%20cake%20tester%20inserted%20into%20a%20beet%20through%20foil%20meets%20little%20to%20no%20resistance%2C%20about%201%201/2%20hours.%20Remove%20from%20oven%20and%20allow%20to%20cool.%20When%20beets%20are%20cool%20enough%20to%20handle%2C%20peel%20by%20gently%20rubbing%20skin%20under%20cold%20running%20water.%20Cut%20beets%20into%201%201/2-inch%20chunks.%20Beets%20can%20be%20cooked%20and%20stored%20in%20the%20refrigerator%20for%20up%20to%205%20days.",1
"%3Cstrong%3EFor%20the%20Horseradish%20Creme%20Fraiche%3A%3C/strong%3E%20In%20a%20small%20bowl%2C%20stir%20together%20creme%20fraiche%20and%20horseradish.%20Season%20to%20taste%20with%20salt%20and%20pepper.%20Refrigerate%20until%20ready%20to%20use.",1
"%3Cstrong%3EFor%20the%20Dressing:%3C/strong%3E%20In%20a%20small%20bowl,%20combine%20lemon%20juice,%20tarragon,%20chives,%20shallot,%20and%20honey.%20Slowly%20drizzle%20in%20olive%20oil%20while%20stirring%20vigorously%20with%20a%20fork.%20Season%20dressing%20to%20taste%20with%20salt%20and%20pepper.",1
"%3Cstrong%3ETo%20Serve%3A%3C/strong%3E%20In%20a%20large%20bowl%2C%20toss%20beets%20with%20dressing.%20Spoon%20half%20of%20creme%20fraiche%20mixture%20on%20the%20bottom%20of%20a%20serving%20plate.%20Place%20beets%20on%20top%20and%20drizzle%20with%20remaining%20creme%20fraiche%20mixture.%20Sprinkle%20with%20pistachios%20and%20serve.",1
"Bring%20a%20large%20saucepan%20of%20heavily%20salted%20water%20to%20a%20boil%20and%20prepare%20an%20ice%20bath.%20Add%20snap%20peas%20to%20boiling%20water%20and%20cook%20until%20crisp-tender,%20about%202%20minutes.%20Using%20a%20slotted%20spoon%20or%20mesh%20strainer,%20transfer%20snap%20peas%20to%20ice%20bath%20to%20chill.",1
"Meanwhile,%20in%20a%20medium%20bowl,%20whisk%20together%20yogurt,%20olive%20oil,%20mayonnaise,%20lemon%20juice%20and%20zest,%20mint,%20and%20shallot.%20Season%20with%20salt%20and%20pepper.",1
"Drain%20snap%20peas%20thoroughly,%20then%20blot%20dry%20with%20clean%20kitchen%20towels%20or%20paper%20towels.%20Transfer%20to%20a%20serving%20bowl%20and%20toss%20with%20dressing%20until%20evenly%20coated.%20Check%20seasoning%20and%20add%20more%20salt%20if%20necessary,%20then%20serve%20right%20away.",1
"Combine%20all%20ingredients%20except%20for%20avocados%20in%20a%20large%20bowl%20and%20mix%20well.%20Cover%20and%20chill%20at%20least%2030%20minutes%20and%20up%20to%20over%20night.%20Right%20before%20serving,%20add%20avocados%20and%20fold%20gently,%20being%20careful%20not%20to%20mash%20avocados.%20Garnish%20with%20more%20chopped%20cilantro%20if%20desired.%20Serve%20at%20room%20temperature.",1
"Whisk%20together%20in%20small%20bowl.",1
"Combine%20in%20a%20large%20bowl%20and%20toss%20to%20combine.%20Let%20stand%20five%20minutes%2C%20then%20transfer%20to%20a%20large%20colander%20and%20rinse%20thoroughly%20under%20cold%20running%20water.",1
"Cook%20the%20noodles%20and%20wakame%20in%20boiling%20water%20according%20to%20the%20package%20directions,%20about%204%20minutes,%20then%20rinse%20thoroughly%20under%20cold%20water,%20mixing%20the%20noodles%20well.%20Drain.",1
"Transfer%20vegetables%20to%20a%20salad%20spinner%20and%20spin%20dry.%20Alternatively,%20transfer%20to%20a%20large%20rimmed%20baking%20sheet%20lined%20with%20a%20triple%20layer%20of%20paper%20towels%20or%20a%20clean%20kitchen%20towel%20and%20blot%20mixture%20dry%20with%20more%20towels.%20Return%20to%20large%20bowl.",1
"Pour%20dressing%20over%20vegetables%20and%20toss%20to%20coat.%20Adjust%20seasoning%20to%20taste%20with%20salt,%20pepper,%20and/or%20sugar.",1
"While%20the%20noodles%20are%20cooking,%20combine%20miso%20paste,%20sesame%20oil,%20vinegar,%20ginger,%20peanut%20oil,%20and%20water%20in%20a%20large%20bowl.%20Whisk%20until%20homogenous.%20Set%20aside.",1
"Toss%20kale%20with%202%20tablespoons%20dressing%20and%20divide%20between%20four%20serving%20bowls.%20Toss%20noodles%20with%20another%202%20tablespoons%20dressing%20and%20add%20on%20top%20of%20noodles.%20Top%20bowls%20with%20bean%20sprouts,%20avocado,%20cilantro,%20nori%20and%20sesame%20seeds.%20Drizzle%20with%20more%20dressing,%20and%20serve%20with%20additional%20dressing%20on%20the%20side.%20Unused%20dressing%20can%20be%20stored%20in%20a%20sealed%20container%20in%20the%20refrigerator%20for%20up%20to%201%20week.",1
"Add+half+of+sauce+mixture+and+chicken+stock.+Cover+Dutch+oven%2C+transfer+to+oven%2C+and+cook+until+pork+is+just+starting+to+turn+tender%2C+about+4+hours.+Remove+lid+and+continue+cooking+until+a+knife+or+fork+shows+very+little+resistance+when+twisted+inside+the+meat+and+a+dark+bark+has+formed%2C+about+1+hour+longer.",1
"Add+onion+and+cook%2C+stirring+and+scraping+up+browned+bits+from+the+bottom+of+the+pan%2C+until+softened%2C+about+2+minutes.",1
"Turn+off+burner+and+add+bourbon.+Relight+burner.+Carefully+ignite+the+bourbon+with+a+long+match+or+lighter.+%28Stand+back+and+make+sure+there+is+nothing+flammable+above+it%3B+it+will+produce+tall+flames.%29+Let+cook+until+flames+die+out%2C+about+2+minutes.",1
"Cut%20the%20cucumbers%20in%20half%20lengthwise.%20Use%20a%20teaspoon%20to%20scrape%20out%20the%20seeds,%20then%20cut%20into%20thin%20slices.%20Toss%20the%20cucumbers%20with%20the%20salt%20in%20a%20colander.%20Let%20drain%20in%20the%20sink%20for%20at%20least%2030%20minutes,%20then%20tap%20the%20colander%20on%20the%20base%20of%20the%20sink%20to%20release%20any%20remaining%20water.%20Lay%20a%20clean%20dish%20towel%20flat%20on%20the%20counter,%20and%20then%20dump%20the%20cucumbers%20over%20top.%20Use%20the%20edges%20of%20the%20towel%20to%20blot%20the%20cucumbers%20dry.",1
"Meanwhile,%20soak%20the%20red%20onions%20in%20a%20small%20bowl%20of%20ice%20water%20for%20at%20least%2010%20minutes,%20then%20drain%20in%20a%20fine%20mesh%20strainer.",1
"In%20a%20medium%20bowl%2C%20combine%20the%20cucumbers%2C%20onions%2C%20white%20wine%20vinegar%2C%20olive%20oil%2C%20vegetable%20oil%2C%20sugar%2C%20pepper%20and%20mint.%20Taste%20and%20adjust%20seasoning%20if%20necessary.%20Cover%20and%20let%20stand%20in%20refrigerator%20for%20at%20least%2020%20minutes.%20Serve%20cold.",1
"Whisk%20together%20all%20ingredients%20in%20a%20medium%20bowl.%20Set%20aside.",1
"Combine%20in%20a%20large%20bowl%20and%20toss%20with%20a%20large%20pinch%20of%20salt.%20Set%20aside.",1
"In%20a%20large%20pot%20of%20salted%20boiling%20water%2C%20cook%20pasta%20until%20very%20tender%2C%20about%2015%20minutes.%20Drain%20pasta%20and%20transfer%20to%20a%20large%20bowl.%20Add%20vinegar%20and%20stir%20until%20completely%20absorbed.%20Let%20pasta%20stand%20until%20cool%2C%20about%2010%20minutes.",1
"Add%20dressing%20and%20stir%20until%20well%20coated.%20Stir%20in%20celery,%20shallots,%20and%20scallions.%20Season%20with%20salt%20and%20pepper.%20Cover%20and%20chill%20in%20refrigerator%20for%20at%20least%201%20hour%20before%20serving.",1
"Whisk%20together%20and%20pour%20over%20cabbage.%20Toss%20to%20combine%20and%20season%20with%20more%20salt%20and%20pepper%20as%20desired.%20Transfer%20to%20refrigerator%20and%20let%20rest%20for%2030%20minutes%20or%20up%20to%203%20days%20before%20serving.",1
"Heat+oil+in+a+Dutch+oven+over+medium-high+heat+until+shimmering.+Add+pork+and+cook%2C+turning+occasionally%2C+until+well+browned+on+all+sides%2C+about+5+minutes+total.+%28Pork+will+brown+fast+because+of+the+sugar.+Do+not+let+it+burn.%29",1
"Adjust+oven+rack+to+lower+position+and+preheat+oven+to+300%C2%B0F+%28150%C2%B0C%29.",1
"Combine+salt%2C+sugar%2C+cayenne+pepper%2C+coriander%2C+fennel+seed%2C+paprika%2C+ground+cumin%2C+and+black+pepper+in+a+small+bowl+and+mix+until+homogeneous.",1
"Season+pork+with+2+to+3+tablespoons+spice+mixture%2C+making+sure+to+rub+it+on+all+sides.+Reserve+remaining+spice+mixture.",1
"Whisk+together+ketchup%2C+molasses%2C+Worcestershire+sauce%2C+liquid+smoke%2C+mustard%2C+hot+sauce%2C+and+vinegar+in+a+medium+bowl.+Whisk+in+remaining+spice+mixture.+Set+aside.",1
"Add%20rice,%20salt%20and%203%201/2%20cups%20water%20to%20a%20pot%20and%20bring%20to%20a%20boil.%20Turn%20heat%20down%20to%20low,%20cover%20and%20simmer%20until%20rice%20is%20done,%20about%2050%20minutes.%20Transfer%20rice%20to%20strainer%20to%20drain%20any%20excess%20water,%20then%20set%20aside%20to%20cool.",1
"Combine%20in%20a%20medium%20bowl.%20Season%20to%20taste%20with%20salt%20and%20pepper%2C%20then%20serve.",1
"Place%20flour%20in%20one%20shallow%20bowl%20or%20pie%20plate%20and%20beaten%20egg%20in%20a%20second.%20Combine%20parmesan%20and%20breadcrumbs%20in%20third%20and%20season%20to%20taste%20with%20salt%20and%20pepper.",1
"Dredge%20veal%20in%20flour,%20then%20egg.%20Allow%20excess%20egg%20to%20drip%20off,%20then%20transfer%20to%20breadcrumbs.%20Turn%20to%20coat%20evenly,%20pressing%20crumbs%20so%20they%20adhere.%20Transfer%20scallopini%20to%20a%20large%20plate.",1
"Preheat+oven+to+350%C2%B0F.++Line+a+sheet+pan+with+parchment+paper%3B+set+aside.",1
"Roll+the+dough+into+small+balls%2C+about+1-inch+in+diameter.+Fill+a+separate+small+bowl+with+sugar%2C+and+roll+each+ball+in+the+sugar+until+it+is+completely+coated.+Place+dough+balls+on+the+prepared+baking+sheet.",1
"Bake+for+about+8-10+minutes%2C+until+the+cookies+begin+to+slightly+crack+on+top.++%28They+will+crack+more+while+cooling.%29++Remove+from+the+oven+and+let+cool+for+4-5+minutes.+Then+transfer+the+cookies+to+wire+racks+to+cool+completely.",1
"Serve+warm+and+enjoy%2C+or+store+in+a+sealed+container+for+up+to+4+days.++Or+freeze+for+up+to+3+months.",1
"Transfer+the+dough+to+an+airtight+container+and+refrigerate+for+at+least+2+hours%2C+or+until+the+dough+is+completely+chilled.",1
"Mix+in+the+eggs+%28one+at+a+time%29+and+molasses%2C+and+beat+on+medium-low+speed+until+each+is+combined.+Gradually+add+in+the+dry+ingredient+mixture+and+beat+until+it+is+evenly+incorporated.",1
"In+a+medium+bowl%2C+whisk+together+flour%2C+soda%2C+cinnamon%2C+cloves%2C+ginger+and+salt.+Set+aside.",1
"Using+a+separate+mixing+bowl%2C+either+with+a+stand+mixer+or+a+hand+mixer%2C+cream+together+the+softened+butter+and+sugars+on+medium-high+speed+until+the+mixture+is+light+and+fluffy+and+a+pale+yellow+color%2C+about+2+minutes%2C+scraping+down+the+sides+occasionally+as+needed.",1
"Cool+cookies+for+5+minutes+on+the+baking+sheet%2C+then+transfer+to+a+wire+rack+to+cool+completely.",1
"Cookies+stay+fresh+covered+at+room+temperature+for+up+to+1+week.",1
"Bake+the+cookies+for+11-12+minutes.+If+the+cookies+aren%E2%80%99t+really+spreading+by+minute+9%2C+remove+them+from+the+oven+and+lightly+bang+the+baking+sheet+on+the+counter+2-3x.+This+helps+initiate+that+spread.+Return+to+the+oven+for+a+couple+more+minutes.+The+cookies+will+be+thick+regardless%2C+though%E2%80%93+they+deflate+a+little+as+they+cool%21",1
"Add%20oil%20to%20a%20small%20skillet%20and%20heat%20over%20medium-high%20heat%20until%20shimmering%20and%20corner%20of%20veal%20dipped%20in%20oil%20immediately%20starts%20bubbling.%20Carefully%20add%20one%20piece%20of%20veal%20to%20hot%20oil.%20Cook,%20swirling%20pan%20occasionally%20until%20golden%20brown%20on%20first%20side,%20about%201%201/2%20minutes.%20Carefully%20turn%20with%20tongs%20and%20cook%20until%20second%20side%20is%20golden%20brown,%20about%201%20minute%20longer.%20Adjust%20heat%20as%20necessary%20to%20prevent%20oil%20from%20burning&mdash;veal%20should%20bubble%20steadily.%20Transfer%20veal%20to%20paper%20towel-lined%20plate%20and%20season%20immediately%20with%20salt.%20%20Drain%20on%20a%20paper%20towel.%20Repeat%20with%20second%20veal%20scallopino",1
"Toss%20arugula,%20tomatoes,%20basil%20and%20extra%20parmesan%20shavings%20in%20a%20medium%20bowl%20with%20olive%20oil%20and%20lemon%20juice.%20Season%20to%20taste%20with%20salt%20and%20pepper.%20Serve%20veal%20and%20salad%20immediately.",1
"Preheat%20oven%20to%20375%20F.%20Fold%20a%2012-%20by%2024-inch%20sheet%20of%20aluminum%20foil%20in%20half%20to%20form%20a%20square.%20Crimp%20two%20edges%20to%20form%20a%20pouch.%20Toss%20beets%2C%201%20tablespoon%20olive%20oil%2C%20rosemary%2C%20and%20salt%20and%20pepper%20to%20taste%20in%20a%20medium%20bowl%20until%20beets%20are%20coated.%20Add%20to%20pouch%20and%20crimp%20remaining%20edge%20to%20seal.%20%28If%20using%20multiple%20colors%20of%20beets%2C%20roast%20in%20separate%20pouches.%29%20Transfer%20to%20a%20rimmed%20baking%20sheet%20and%20place%20in%20oven.%20Roast%20until%20beets%20are%20completely%20tender%20and%20a%20toothpick%20or%20cake%20tester%20inserted%20into%20a%20beet%20through%20foil%20meets%20little%20to%20no%20resistance%2C%20about%201%201/2%20hours.%20Remove%20from%20oven%20and%20allow%20to%20cool.%20When%20beets%20are%20cool%20enough%20to%20handle%2C%20peel%20by%20gently%20rubbing%20skin%20under%20cold%20running%20water.%20Cut%20beets%20into%201%201/2%E2%80%93inch%20chunks.%20Beets%20can%20be%20cooked%20and%20stored%20in%20the%20refrigerator%20for%20up%20to%205%20days.",1
"Place%20pistachios%20in%20a%20mortar%20and%20pound%20with%20pestle%20until%20lightly%20crushed%20but%20not%20totally%20pulverized.%20(You%20can%20also%20chop%20them%20with%20a%20knife.)%20Transfer%20half%20of%20nuts%20to%20a%20large%20bowl%20and%20reserve%20the%20rest%20for%20garnish.",1
"Combine%20in%20a%20large%20bowl%20with%20pistachios%20and%20whisk%20to%20combine.%20Drizzle%20in%20remaining%203%20tablespoons%20olive%20oil%20while%20whisking%20constantly.%20Season%20to%20taste%20with%20salt%20and%20pepper.",1
"Place%20tofu%20in%20a%20large%20colander%20and%20set%20in%20the%20sink.%20Pour%201%20quart%20boiling%20water%20over%20tofu%20and%20let%20rest%20for%201%20minute.%20Transfer%20to%20a%20paper%20towel-lined%20tray%20and%20press%20dry.%20Heat%20olive%20oil%20in%20a%20large%20nonstick%20or%20cast%20iron%20skillet%20over%20medium-low%20heat%20until%20shimmering.%20Add%20tofu%20and%20cook%2C%20turning%20occasionally%2C%20until%20golden%20brown%20and%20crisp%20on%20all%20surfaces%2C%20about%2010%20minutes%20total.%20Sprinkle%20with%20half%20of%20za%27atar%20and%20toss%20to%20coat.%20Transfer%20tofu%20to%20a%20paper%20towel-lined%20plate%20to%20drain.%20Scrape%20remaining%20contents%20of%20pan%20into%20a%20medium%20bowl%20and%20set%20aside%20to%20cool%20slightly.",1
"Toss%20beets%20and%20citrus%20with%20vinaigrette%20in%20a%20large%20bowl%20%28if%20using%20red%20beets%2C%20toss%20them%20separately%20from%20everything%20else%29%20and%20season%20to%20taste%20with%20salt%20and%20pepper.%20Spread%20half%20of%20ricotta%20over%20a%20serving%20platter%2C%20place%20dressed%20beets%20and%20citrus%20on%20top%2C%20dollop%20with%20remaining%20ricotta%2C%20sprinkle%20with%20reserved%20pistachios%2C%20and%20serve.",1
"Add%202%20tablespoons%20reserved%20grapefruit%20juice%2C%20tahini%2C%20miso%20paste%2C%20lemon%20juice%2C%20and%20honey%20to%20bowl%20with%20reserved%20oil%20from%20cooking.%20Add%201%20more%20tablespoon%20olive%20oil.%20Whisk%20until%20smooth%2C%20adding%20more%20grapefruit%20juice%20or%20water%20as%20necessary%20to%20achieve%20a%20smooth%2C%20pourable%20consistency%20about%20the%20texture%20of%20heavy%20paint.%20Season%20to%20taste%20with%20salt%20and%20pepper.",1
"Combine%20tofu,%20grapefruit%20segments,%20and%20avocado%20in%20a%20large%20bowl.%20Add%20remaining%20tablespoon%20olive%20oil%20and%20remaining%20za%27atar,%20season%20with%20salt,%20and%20gently%20fold%20together.",1
"Add%20greens%20and%20half%20of%20dressing%20and%20gently%20fold%20to%20combine.%20Serve%20immediately%2C%20drizzling%20remaining%20dressing%20on%20top.",1
"Preheat+oven+to+350%C2%B0F+%28177%C2%B0C%29.+Line+two+large+baking+sheets+with+parchment+paper+or+silicone+baking+mats.+%28Always+recommended+for+cookies.%29+Set+aside.",1
"Scoop+and+roll+balls+of+dough%2C+about+5+Tablespoons+of+dough+each%2C+into+balls.+Roll+each+ball+very+lightly+in+granulated+sugar%2C+then+generously+in+the+confectioners%E2%80%99+sugar.+Place+3+inches+apart+on+the+baking+sheets.",1
"Remove+cookie+dough+from+the+refrigerator+and+allow+to+sit+at+room+temperature+for+15+minutes.+You+can+preheat+the+oven+during+this+time.",1
"In+a+large+bowl+using+a+hand-held+mixer+or+stand+mixer+fitted+with+a+paddle+attachment%2C+beat+the+butter%2C+granulated+sugar%2C+and+brown+sugar+together+on+medium+high+speed+until+fluffy+and+creamed%2C+about+2+minutes.",1
"Beat+in+egg+and+vanilla+on+high+speed.+Scrape+down+the+sides+and+bottom+of+the+bowl+as+needed.",1
"On+low+speed%2C+slowly+mix+the+dry+ingredients+into+the+wet+ingredients+until+combined%2C+then+beat+in+the+chocolate+chips.+The+cookie+dough+will+be+thick+and+sticky.+Cover+dough+tightly+with+aluminum+foil+or+plastic+wrap+and+chill+for+at+least+2+hours+and+up+to+3+days.+Chilling+is+mandatory+for+this+cookie+dough.+I+always+chill+mine+overnight.",1
"Whisk+the+flour%2C+cocoa+powder%2C+baking+soda%2C+and+salt+together+in+a+large+bowl.+Set+aside.",1
"Bake+until+the+snickerdoodles+begin+to+spread%2C+about+5+minutes%2C+then+reduce+temperature+to+350%C2%B0F+%28175%C2%B0C%29.+Continue+baking+until+firm+around+the+edges+but+steamy+in+the+middle%2C+about+6+minutes+longer.+Cool+directly+on+half+sheet+pan+until+the+crumb+is+set%2C+about+8+minutes.+Enjoy+warm%2C+or+store+in+an+airtight+container+for+up+to+3+days+at+room+temperature.",1
"For+the+Cinnamon+Sugar%3A+Mix+sugar+with+ground+and+grated+cinnamon+in+a+small+bowl%2C+adding+more+spice+if+you+prefer.+%28It+should+taste+very+intense+to+offset+the+mild+dough.%29+Roll+each+portion+of+dough+into+a+smooth+and+sticky+ball%2C+then+tumble+in+cinnamon+sugar+until+fully+coated.",1
"Arrange+on+a+parchment-lined+aluminum+half+sheet+pan%2C+leaving+2+1%2F2+inches+between+balls%2C+then+flatten+into+2-inch+disks+about+1%2F2+inch+thick.+Generously+cover+with+the+remaining+cinnamon+sugar%2C+creating+a+thick+layer+that+will+crack+and+crinkle+in+the+oven.",1
"Combine%20parsley,%20basil,%20oregano,%20garlic,%20vinegar,%20and%20honey%20in%20the%20bowl%20of%20a%20food%20processor%20and%20process%20until%20a%20paste%20forms.%20With%20the%20machine%20running,%20drizzle%20in%20the%20olive%20oil%20to%20form%20an%20emulsion.%20Season%20to%20taste%20with%20salt%20and%20pepper.%20Vinaigrette%20is%20best%20used%20immediately,%20but%20can%20be%20stored%20in%20a%20sealed%20container%20in%20the%20refrigerator%20for%20up%20to%205%20days.",1
"Place%20the%20wild%20rice%20in%20a%20saucepan,%20cover%20with%20plenty%20of%20water,%20bring%20to%20a%20boil,%20and%20then%20turn%20down%20to%20a%20gentle%20simmer%20and%20cook%20for%2035%20minutes,%20until%20the%20rice%20is%20cooked%20but%20still%20firm.%20Drain,%20rinse%20under%20cold%20water,%20and%20set%20aside%20to%20dry.",1
"Combine%20in%20a%20saucepan%2C%20cover%2C%20and%20cook%20over%20the%20lowest%20possible%20heat%20for%2015%20minutes.%20Remove%20from%20the%20heat%2C%20place%20a%20tea%20towel%20over%20the%20pan%2C%20replace%20the%20lid%2C%20and%20set%20aside%20for%2010%20minutes.%20Uncover%20and%20allow%20to%20cool%20down%20completely.",1
"Bring%20a%20small%20saucepan%20of%20water%20to%20a%20boil%20and%20add%20the%20quinoa.%20Cook%20for%209%20minutes%2C%20then%20drain%20into%20a%20fine%20sieve%2C%20refresh%20under%20cold%20water%2C%20and%20set%20aside.",1
"Combine%20in%20a%20small%20pan.%20Cook%20over%20medium-low%20heat%20for%20about%205%20minutes%2C%20stirring%20frequently.%20Transfer%20to%20a%20small%20plate%20as%20soon%20as%20the%20pine%20nuts%20begin%20to%20color%20and%20set%20aside.",1
"Heat%20the%20sunflower%20oil%20in%20a%20large%20saute%20pan%20and%20add%20the%20onions%2C%201/4%20teaspoon%20salt%2C%20and%20some%20black%20pepper.%20Cook%20over%20high%20heat%20for%205%20to%208%20minutes%2C%20stirring%20often%2C%20so%20that%20parts%20of%20the%20onion%20get%20crisp%20and%20others%20just%20soft.%20Transfer%20to%20paper%20towels%20to%20drain.",1
"Combine%20in%20a%20large%20bowl%2C%20mix%20well%2C%20and%20set%20aside%20for%20at%20least%2010%20minutes%20before%20serving.",1
"Cut%20tomatoes%20into%20an%20assortment%20of%20slices%20and%20chunks%20and%20spread%20over%20a%20large%20plate%20in%20a%20single,%20slightly%20overlapping%20layer.%20Tuck%20chunks%20of%20mozzarella%20into%20the%20tomato%20pieces.%20Drizzle%20generously%20with%20extra-virgin%20olive%20oil.%20Sprinkle%20with%20coarse%20sea%20salt%20and%20black%20pepper.%20Tear%20basil%20leaves%20into%20small%20pieces%20with%20your%20fingertips%20and%20spread%20them%20on%20top.%20Serve%20immediately.",1
"Drain%20chickpeas%20and%20place%20in%20a%20large%20pot%20with%20bay%20leaf,%20carrot,%20onion,%20and%20the%20segmented%20celery%20stalk.%20Cover%20with%20cold%20water%20by%202%20inches,%20season%20with%20salt,%20bring%20to%20a%20boil,%20reduce%20to%20a%20simmer,%20and%20cook%20until%20the%20chickpeas%20are%20tender%20but%20still%20hold%20their%20shape,%20about%201%20hour.%20Discard%20bay%20leaf,%20carrot,%20onion,%20and%20celery.%20Drain%20and%20rinse%20under%20cold%20running%20water%20until%20chilled.%20Let%20drain%20in%20a%20colander%20set%20in%20the%20sink%20while%20you%20prepare%20the%20rest%20of%20the%20salad.",1
"Place%20pepitas%20on%20a%20large%20plate%20and%20microwave%20on%20high%20power%20for%202%20minutes.%20Stir%20and%20microwave%20for%20a%20further%202%20minutes.%20Continue%20stirring%20and%20microwaving%20at%2030%20second%20intervals%20until%20lightly%20toasted%20and%20fragrant.%20Alternatively,%20toast%20in%20a%20dry%20skillet%20over%20medium%20heat,%20stirring%20constantly,%20until%20lightly%20toasted%20and%20fragrant.",1
"Combine%20chickpeas,%20carrots,%20toasted%20pumpkin%20seeds,%20garlic,%20olive%20oil,%20vinegar,%20and%20dill%20in%20a%20large%20bowl%20and%20toss%20to%20coat.%20Season%20to%20taste%20with%20salt%20and%20pepper.%20Serve%20immediately,%20or%20for%20better%20results,%20store%20overnight%20in%20a%20covered%20container%20in%20the%20refrigerator.%20Salad%20will%20keep%20for%20up%20to%203%20days.",1
"To%20rehydrate%20seaweed:%20Place%20seaweed%20in%20large%20bowl%20filled%20with%20water.%20%20Let%20soak%20for%2010%20to%2015%20minutes,%20or%20until%20seaweed%20is%20supple.%20Working%20by%20handfuls,%20squeeze%20seaweed%20of%20residual%20water.",1
"Place%20seaweed%20on%20cutting%20board%20and%20chop%20into%20rough%20half-inch%20slices.%20Dress%20seaweed%20in%20oil%2C%20vinegar%2C%20salt%2C%20and%20sugar.%20%20Adjust%20seasonings%20to%20taste%2C%20depending%20on%20how%20tangy%20you%20like%20your%20seaweed.%20%20Sprinkle%20with%20sesame%20seeds%20and%20serve%20cold%20or%20at%20room%20temperature.%20%20Leftover%20seaweed%20may%20be%20kept%20in%20refrigerator%20for%20up%20to%20four%20days.",1
"Adjust%20oven%20rack%20to%20lower-middle%20position%20and%20preheat%20oven%20to%20400%20F.%20Line%20a%209-%20by%2013-inch%20baking%20dish%20with%20foil%20and%20butter%20spray%20with%20cooking%20spray.%20Add%20carrots%2C%20olive%20oil%2C%20vinegar%2C%20and%20honey.%20Season%20lightly%20with%20salt%20and%20generously%20with%20pepper%20and%20toss%20to%20combine.%20Transfer%20to%20oven%20to%20roast%2C%20stirring%20periodically%2C%20until%20edges%20are%20starting%20to%20char%20and%20carrots%20are%20softened%20but%20still%20have%20some%20crunch%2C%20about%2025%20minutes.",1
