"content","class","begins_with_num"
"650ml ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
"300ml ancho chile, dried, stemmed, seeded, torn into -inch pieces","2","0"
"1450 g arugula","2","0"
"1250 g arugula","2","0"
"850g arugula","2","0"
"1300g arugula","2","0"
"50 ml arugula","2","0"
"600 ml arugula","2","0"
"1350ml arugula","2","0"
"850ml arugula","2","0"
"650 g absinthe","2","0"
"350 g absinthe","2","0"
"1050g absinthe","2","0"
"1150g absinthe","2","0"
"400 ml absinthe","2","0"
"550 ml absinthe","2","0"
"1250ml absinthe","2","0"
"300ml absinthe","2","0"
"650 g cynar","2","0"
"1300 g cynar","2","0"
"300g cynar","2","0"
"1250g cynar","2","0"
"1100 ml cynar","2","0"
"650 ml cynar","2","0"
"550ml cynar","2","0"
"1400ml cynar","2","0"
"150 g gin","2","0"
"1150 g gin","2","0"
"150g gin","2","0"
"700g gin","2","0"
"500 ml gin","2","0"
"1250 ml gin","2","0"
"100ml gin","2","0"
"1300ml gin","2","0"
"550 g campari","2","0"
"1200 g campari","2","0"
"1000g campari","2","0"
"1450g campari","2","0"
"1450 ml campari","2","0"
"750 ml campari","2","0"
"1500ml campari","2","0"
"1050ml campari","2","0"
"900 g aperol","2","0"
"800 g aperol","2","0"
"400g aperol","2","0"
"850g aperol","2","0"
"500 ml aperol","2","0"
"950 ml aperol","2","0"
"1250ml aperol","2","0"
"600ml aperol","2","0"
"200 g benedictine","2","0"
"1200 g benedictine","2","0"
"350g benedictine","2","0"
"200g benedictine","2","0"
"600 ml benedictine","2","0"
"1100 ml benedictine","2","0"
"1350ml benedictine","2","0"
"950ml benedictine","2","0"
"750 g dry sparkling wine","2","0"
"1300 g dry sparkling wine","2","0"
"100g dry sparkling wine","2","0"
"300g dry sparkling wine","2","0"
"1350 ml dry sparkling wine","2","0"
"250 ml dry sparkling wine","2","0"
"350ml dry sparkling wine","2","0"
"1100ml dry sparkling wine","2","0"
"650 g apple brandy","2","0"
"1250 g apple brandy","2","0"
"1500g apple brandy","2","0"
"1350g apple brandy","2","0"
"700 ml apple brandy","2","0"
"1250 ml apple brandy","2","0"
"900ml apple brandy","2","0"
"1300ml apple brandy","2","0"
"1050 g grass-fed whole milk, best quality you can find","2","0"
"250 g grass-fed whole milk, best quality you can find","2","0"
"850g grass-fed whole milk, best quality you can find","2","0"
"1200g grass-fed whole milk, best quality you can find","2","0"
"200 ml grass-fed whole milk, best quality you can find","2","0"
"250 ml grass-fed whole milk, best quality you can find","2","0"
"450ml grass-fed whole milk, best quality you can find","2","0"
"1100ml grass-fed whole milk, best quality you can find","2","0"
"750 g rye whiskey","2","0"
"1150 g rye whiskey","2","0"
"100g rye whiskey","2","0"
"450g rye whiskey","2","0"
"50 ml rye whiskey","2","0"
"700 ml rye whiskey","2","0"
"650ml rye whiskey","2","0"
"1500ml rye whiskey","2","0"
"1150 g rolled oats","2","0"
"1350 g rolled oats","2","0"
"1150g rolled oats","2","0"
"850g rolled oats","2","0"
"1200 ml rolled oats","2","0"
"150 ml rolled oats","2","0"
"1050ml rolled oats","2","0"
"350ml rolled oats","2","0"
"300 g fino sherry","2","0"
"900 g fino sherry","2","0"
"1250g fino sherry","2","0"
"1400g fino sherry","2","0"
"400 ml fino sherry","2","0"
"450 ml fino sherry","2","0"
"350ml fino sherry","2","0"
"650ml fino sherry","2","0"
"500 g lemon juice","2","0"
"1500 g lemon juice","2","0"
"850g lemon juice","2","0"
"1000g lemon juice","2","0"
"300 ml lemon juice","2","0"
"950 ml lemon juice","2","0"
"800ml lemon juice","2","0"
"700ml lemon juice","2","0"
"1450 g campari","2","0"
"200 g campari","2","0"
"1350g campari","2","0"
"900g campari","2","0"
"1200 ml campari","2","0"
"100 ml campari","2","0"
"1350ml campari","2","0"
"250ml campari","2","0"
"250 g water, hot","2","0"
"200 g water, hot","2","0"
"950g water, hot","2","0"
"850g water, hot","2","0"
"1100 ml water, hot","2","0"
"800 ml water, hot","2","0"
"100ml water, hot","2","0"
"1500ml water, hot","2","0"
"450 g rum","2","0"
"100 g rum","2","0"
"750g rum","2","0"
"700g rum","2","0"
"350 ml rum","2","0"
"300 ml rum","2","0"
"350ml rum","2","0"
"650ml rum","2","0"
"1100 g rye whiskey","2","0"
"50 g rye whiskey","2","0"
"200g rye whiskey","2","0"
"550g rye whiskey","2","0"
"250 ml rye whiskey","2","0"
"400 ml rye whiskey","2","0"
"100ml rye whiskey","2","0"
"1350ml rye whiskey","2","0"
"550 g brewed chamomile tea","2","0"
"1500 g brewed chamomile tea","2","0"
"100g brewed chamomile tea","2","0"
"1000g brewed chamomile tea","2","0"
"550 ml brewed chamomile tea","2","0"
"1100 ml brewed chamomile tea","2","0"
"750ml brewed chamomile tea","2","0"
"1100ml brewed chamomile tea","2","0"
"400 g calvados","2","0"
"1050 g calvados","2","0"
"150g calvados","2","0"
"800g calvados","2","0"
"400 ml calvados","2","0"
"1450 ml calvados","2","0"
"1450ml calvados","2","0"
"1200ml calvados","2","0"
"50 g lillet blanc","2","0"
"800 g lillet blanc","2","0"
"1100g lillet blanc","2","0"
"150g lillet blanc","2","0"
"350 ml lillet blanc","2","0"
"600 ml lillet blanc","2","0"
"1150ml lillet blanc","2","0"
"50ml lillet blanc","2","0"
"650 g cointreau","2","0"
"950 g cointreau","2","0"
"350g cointreau","2","0"
"150g cointreau","2","0"
"900 ml cointreau","2","0"
"550 ml cointreau","2","0"
"1100ml cointreau","2","0"
"1450ml cointreau","2","0"
"550 g freeze dried bananas","2","0"
"600 g freeze dried bananas","2","0"
"50g freeze dried bananas","2","0"
"500g freeze dried bananas","2","0"
"1100 ml freeze dried bananas","2","0"
"800 ml freeze dried bananas","2","0"
"800ml freeze dried bananas","2","0"
"1050ml freeze dried bananas","2","0"
"250 g blue cheese","2","0"
"1150 g blue cheese","2","0"
"550g blue cheese","2","0"
"1300g blue cheese","2","0"
"700 ml blue cheese","2","0"
"550 ml blue cheese","2","0"
"1350ml blue cheese","2","0"
"1050ml blue cheese","2","0"
"150 g goat cheese","2","0"
"400 g goat cheese","2","0"
"1450g goat cheese","2","0"
"1050g goat cheese","2","0"
"350 ml goat cheese","2","0"
"700 ml goat cheese","2","0"
"900ml goat cheese","2","0"
"1050ml goat cheese","2","0"
"1100 g rye whiskey","2","0"
"150 g rye whiskey","2","0"
"750g rye whiskey","2","0"
"1500g rye whiskey","2","0"
"400 ml rye whiskey","2","0"
"300 ml rye whiskey","2","0"
"500ml rye whiskey","2","0"
"450ml rye whiskey","2","0"
"400 g all purpose flour","2","0"
"150 g all purpose flour","2","0"
"1450g all purpose flour","2","0"
"450g all purpose flour","2","0"
"700 ml all purpose flour","2","0"
"100 ml all purpose flour","2","0"
"1150ml all purpose flour","2","0"
"350ml all purpose flour","2","0"
"750 g pink grapefruit juice, fresh","2","0"
"1500 g pink grapefruit juice, fresh","2","0"
"600g pink grapefruit juice, fresh","2","0"
"250g pink grapefruit juice, fresh","2","0"
"500 ml pink grapefruit juice, fresh","2","0"
"550 ml pink grapefruit juice, fresh","2","0"
"1450ml pink grapefruit juice, fresh","2","0"
"1350ml pink grapefruit juice, fresh","2","0"
"1500 g demerara simple syrup","2","0"
"1100 g demerara simple syrup","2","0"
"1400g demerara simple syrup","2","0"
"900g demerara simple syrup","2","0"
"1150 ml demerara simple syrup","2","0"
"750 ml demerara simple syrup","2","0"
"1100ml demerara simple syrup","2","0"
"350ml demerara simple syrup","2","0"
"800 g cynar","2","0"
"1150 g cynar","2","0"
"1200g cynar","2","0"
"1350g cynar","2","0"
"1050 ml cynar","2","0"
"300 ml cynar","2","0"
"1000ml cynar","2","0"
"850ml cynar","2","0"
"1150 g blood orange juice, fresh","2","0"
"400 g blood orange juice, fresh","2","0"
"1150g blood orange juice, fresh","2","0"
"350g blood orange juice, fresh","2","0"
"1350 ml blood orange juice, fresh","2","0"
"1450 ml blood orange juice, fresh","2","0"
"750ml blood orange juice, fresh","2","0"
"500ml blood orange juice, fresh","2","0"
"100 g gin","2","0"
"1200 g gin","2","0"
"200g gin","2","0"
"350g gin","2","0"
"1050 ml gin","2","0"
"1300 ml gin","2","0"
"750ml gin","2","0"
"100ml gin","2","0"
"500 g freshly squeezed lemon juice","2","0"
"1350 g freshly squeezed lemon juice","2","0"
"1100g freshly squeezed lemon juice","2","0"
"1200g freshly squeezed lemon juice","2","0"
"200 ml freshly squeezed lemon juice","2","0"
"1050 ml freshly squeezed lemon juice","2","0"
"550ml freshly squeezed lemon juice","2","0"
"750ml freshly squeezed lemon juice","2","0"
"450 g grand marnier","2","0"
"1200 g grand marnier","2","0"
"600g grand marnier","2","0"
"450g grand marnier","2","0"
"1250 ml grand marnier","2","0"
"1500 ml grand marnier","2","0"
"1000ml grand marnier","2","0"
"150ml grand marnier","2","0"
"850 g medium grapefruit juice","2","0"
"1400 g medium grapefruit juice","2","0"
"200g medium grapefruit juice","2","0"
"500g medium grapefruit juice","2","0"
"500 ml medium grapefruit juice","2","0"
"50 ml medium grapefruit juice","2","0"
"1300ml medium grapefruit juice","2","0"
"100ml medium grapefruit juice","2","0"
"700 g whole wheat flour","2","0"
"500 g whole wheat flour","2","0"
"250g whole wheat flour","2","0"
"1500g whole wheat flour","2","0"
"1350 ml whole wheat flour","2","0"
"400 ml whole wheat flour","2","0"
"850ml whole wheat flour","2","0"
"800ml whole wheat flour","2","0"
"100 g canned whole tomato","2","0"
"1050 g canned whole tomato","2","0"
"650g canned whole tomato","2","0"
"700g canned whole tomato","2","0"
"1150 ml canned whole tomato","2","0"
"500 ml canned whole tomato","2","0"
"1500ml canned whole tomato","2","0"
"500ml canned whole tomato","2","0"
"1450 g sugar","2","0"
"1250 g sugar","2","0"
"1450g sugar","2","0"
"550g sugar","2","0"
"350 ml sugar","2","0"
"300 ml sugar","2","0"
"1300ml sugar","2","0"
"300ml sugar","2","0"
"1500 g dry gin","2","0"
"850 g dry gin","2","0"
"150g dry gin","2","0"
"1350g dry gin","2","0"
"500 ml dry gin","2","0"
"1350 ml dry gin","2","0"
"100ml dry gin","2","0"
"900ml dry gin","2","0"
"450 g grapefruit juice, freshly squeezed","2","0"
"900 g grapefruit juice, freshly squeezed","2","0"
"1350g grapefruit juice, freshly squeezed","2","0"
"600g grapefruit juice, freshly squeezed","2","0"
"100 ml grapefruit juice, freshly squeezed","2","0"
"1050 ml grapefruit juice, freshly squeezed","2","0"
"900ml grapefruit juice, freshly squeezed","2","0"
"200ml grapefruit juice, freshly squeezed","2","0"
"1200 g simple syrup","2","0"
"250 g simple syrup","2","0"
"1100g simple syrup","2","0"
"800g simple syrup","2","0"
"1450 ml simple syrup","2","0"
"1500 ml simple syrup","2","0"
"200ml simple syrup","2","0"
"600ml simple syrup","2","0"
"300 g rum","2","0"
"550 g rum","2","0"
"100g rum","2","0"
"450g rum","2","0"
"900 ml rum","2","0"
"1500 ml rum","2","0"
"750ml rum","2","0"
"1450ml rum","2","0"
"250 g apple brandy","2","0"
"900 g apple brandy","2","0"
"350g apple brandy","2","0"
"1100g apple brandy","2","0"
"350 ml apple brandy","2","0"
"1300 ml apple brandy","2","0"
"1250ml apple brandy","2","0"
"1350ml apple brandy","2","0"
"300 g pea","2","0"
"250 g pea","2","0"
"850g pea","2","0"
"300g pea","2","0"
"1000 ml pea","2","0"
"1350 ml pea","2","0"
"1350ml pea","2","0"
"1400ml pea","2","0"
"200 g pineapple juice","2","0"
"450 g pineapple juice","2","0"
"150g pineapple juice","2","0"
"300g pineapple juice","2","0"
"1350 ml pineapple juice","2","0"
"200 ml pineapple juice","2","0"
"750ml pineapple juice","2","0"
"850ml pineapple juice","2","0"
"150 g gingersnap","2","0"
"550 g gingersnap","2","0"
"800g gingersnap","2","0"
"50g gingersnap","2","0"
"1500 ml gingersnap","2","0"
"350 ml gingersnap","2","0"
"300ml gingersnap","2","0"
"800ml gingersnap","2","0"
"300 g demerara simple syrup","2","0"
"200 g demerara simple syrup","2","0"
"550g demerara simple syrup","2","0"
"650g demerara simple syrup","2","0"
"1400 ml demerara simple syrup","2","0"
"350 ml demerara simple syrup","2","0"
"1150ml demerara simple syrup","2","0"
"350ml demerara simple syrup","2","0"
"1500 g rye whiskey","2","0"
"1300 g rye whiskey","2","0"
"450g rye whiskey","2","0"
"1250g rye whiskey","2","0"
"450 ml rye whiskey","2","0"
"1300 ml rye whiskey","2","0"
"1250ml rye whiskey","2","0"
"500ml rye whiskey","2","0"
"200 g amaretto","2","0"
"550 g amaretto","2","0"
"1300g amaretto","2","0"
"350g amaretto","2","0"
"1400 ml amaretto","2","0"
"1250 ml amaretto","2","0"
"350ml amaretto","2","0"
"650ml amaretto","2","0"
"400 g freshly squeezed orange juice","2","0"
"1200 g freshly squeezed orange juice","2","0"
"600g freshly squeezed orange juice","2","0"
"300g freshly squeezed orange juice","2","0"
"1250 ml freshly squeezed orange juice","2","0"
"350 ml freshly squeezed orange juice","2","0"
"1300ml freshly squeezed orange juice","2","0"
"1050ml freshly squeezed orange juice","2","0"
"100 g campari","2","0"
"1300 g campari","2","0"
"750g campari","2","0"
"450g campari","2","0"
"350 ml campari","2","0"
"400 ml campari","2","0"
"1250ml campari","2","0"
"1400ml campari","2","0"
"300 g kalamata olive, sliced thin","2","0"
"850 g kalamata olive, sliced thin","2","0"
"550g kalamata olive, sliced thin","2","0"
"600g kalamata olive, sliced thin","2","0"
"1000 ml kalamata olive, sliced thin","2","0"
"300 ml kalamata olive, sliced thin","2","0"
"800ml kalamata olive, sliced thin","2","0"
"1350ml kalamata olive, sliced thin","2","0"
"1200 g lemon juice, freshly squeezed","2","0"
"1100 g lemon juice, freshly squeezed","2","0"
"1000g lemon juice, freshly squeezed","2","0"
"950g lemon juice, freshly squeezed","2","0"
"550 ml lemon juice, freshly squeezed","2","0"
"1450 ml lemon juice, freshly squeezed","2","0"
"550ml lemon juice, freshly squeezed","2","0"
"200ml lemon juice, freshly squeezed","2","0"
"1300 g gin","2","0"
"1150 g gin","2","0"
"450g gin","2","0"
"1450g gin","2","0"
"600 ml gin","2","0"
"1150 ml gin","2","0"
"650ml gin","2","0"
"1400ml gin","2","0"
"1300 g blue cheese","2","0"
"200 g blue cheese","2","0"
"1350g blue cheese","2","0"
"1100g blue cheese","2","0"
"150 ml blue cheese","2","0"
"700 ml blue cheese","2","0"
"1450ml blue cheese","2","0"
"650ml blue cheese","2","0"
"1150 g apple brandy","2","0"
"1400 g apple brandy","2","0"
"900g apple brandy","2","0"
"1450g apple brandy","2","0"
"1050 ml apple brandy","2","0"
"450 ml apple brandy","2","0"
"1300ml apple brandy","2","0"
"800ml apple brandy","2","0"
"450 g brewed chamomile tea","2","0"
"650 g brewed chamomile tea","2","0"
"800g brewed chamomile tea","2","0"
"250g brewed chamomile tea","2","0"
"850 ml brewed chamomile tea","2","0"
"1300 ml brewed chamomile tea","2","0"
"1200ml brewed chamomile tea","2","0"
"600ml brewed chamomile tea","2","0"
"700 g all purpose flour","2","0"
"250 g all purpose flour","2","0"
"950g all purpose flour","2","0"
"1050g all purpose flour","2","0"
"1400 ml all purpose flour","2","0"
"700 ml all purpose flour","2","0"
"150ml all purpose flour","2","0"
"950ml all purpose flour","2","0"
"250 g grenadine","2","0"
"950 g grenadine","2","0"
"400g grenadine","2","0"
"900g grenadine","2","0"
"1500 ml grenadine","2","0"
"300 ml grenadine","2","0"
"400ml grenadine","2","0"
"900ml grenadine","2","0"
"1500 g gin","2","0"
"800 g gin","2","0"
"400g gin","2","0"
"800g gin","2","0"
"1200 ml gin","2","0"
"500 ml gin","2","0"
"250ml gin","2","0"
"350ml gin","2","0"
"300 g coarse ground beef chuck","2","0"
"1050 g coarse ground beef chuck","2","0"
"300g coarse ground beef chuck","2","0"
"1400g coarse ground beef chuck","2","0"
"550 ml coarse ground beef chuck","2","0"
"1500 ml coarse ground beef chuck","2","0"
"750ml coarse ground beef chuck","2","0"
"800ml coarse ground beef chuck","2","0"
"1350 g all purpose flour","2","0"
"450 g all purpose flour","2","0"
"50g all purpose flour","2","0"
"1350g all purpose flour","2","0"
"200 ml all purpose flour","2","0"
"700 ml all purpose flour","2","0"
"350ml all purpose flour","2","0"
"1400ml all purpose flour","2","0"
"1150 g cointreau","2","0"
"400 g cointreau","2","0"
"1250g cointreau","2","0"
"750g cointreau","2","0"
"1450 ml cointreau","2","0"
"1150 ml cointreau","2","0"
"1150ml cointreau","2","0"
"250ml cointreau","2","0"
"600 g cynar","2","0"
"350 g cynar","2","0"
"1250g cynar","2","0"
"1300g cynar","2","0"
"1150 ml cynar","2","0"
"400 ml cynar","2","0"
"100ml cynar","2","0"
"750ml cynar","2","0"
"1050 g water,  degrees","2","0"
"850 g water,  degrees","2","0"
"1450g water,  degrees","2","0"
"600g water,  degrees","2","0"
"1500 ml water,  degrees","2","0"
"400 ml water,  degrees","2","0"
"50ml water,  degrees","2","0"
"1500ml water,  degrees","2","0"
"500 g fresh blueberry","2","0"
"250 g fresh blueberry","2","0"
"350g fresh blueberry","2","0"
"450g fresh blueberry","2","0"
"1050 ml fresh blueberry","2","0"
"1150 ml fresh blueberry","2","0"
"650ml fresh blueberry","2","0"
"200ml fresh blueberry","2","0"
"800 g sweet vermouth","2","0"
"250 g sweet vermouth","2","0"
"300g sweet vermouth","2","0"
"650g sweet vermouth","2","0"
"350 ml sweet vermouth","2","0"
"300 ml sweet vermouth","2","0"
"1500ml sweet vermouth","2","0"
"350ml sweet vermouth","2","0"
"400 g dark chocolate, cut into  rough chunks","2","0"
"150 g dark chocolate, cut into  rough chunks","2","0"
"450g dark chocolate, cut into  rough chunks","2","0"
"300g dark chocolate, cut into  rough chunks","2","0"
"650 ml dark chocolate, cut into  rough chunks","2","0"
"1400 ml dark chocolate, cut into  rough chunks","2","0"
"150ml dark chocolate, cut into  rough chunks","2","0"
"50ml dark chocolate, cut into  rough chunks","2","0"
"1150 g all purpose flour","2","0"
"150 g all purpose flour","2","0"
"550g all purpose flour","2","0"
"1150g all purpose flour","2","0"
"900 ml all purpose flour","2","0"
"1000 ml all purpose flour","2","0"
"500ml all purpose flour","2","0"
"750ml all purpose flour","2","0"
"1450 g sweet vermouth","2","0"
"100 g sweet vermouth","2","0"
"50g sweet vermouth","2","0"
"800g sweet vermouth","2","0"
"950 ml sweet vermouth","2","0"
"1350 ml sweet vermouth","2","0"
"150ml sweet vermouth","2","0"
"600ml sweet vermouth","2","0"
"400 g unsalted butter","2","0"
"1400 g unsalted butter","2","0"
"650g unsalted butter","2","0"
"250g unsalted butter","2","0"
"700 ml unsalted butter","2","0"
"200 ml unsalted butter","2","0"
"1000ml unsalted butter","2","0"
"350ml unsalted butter","2","0"
"1250 g gin","2","0"
"550 g gin","2","0"
"550g gin","2","0"
"1300g gin","2","0"
"550 ml gin","2","0"
"50 ml gin","2","0"
"200ml gin","2","0"
"1050ml gin","2","0"
"1050 g simple syrup","2","0"
"1200 g simple syrup","2","0"
"1100g simple syrup","2","0"
"200g simple syrup","2","0"
"50 ml simple syrup","2","0"
"1250 ml simple syrup","2","0"
"1350ml simple syrup","2","0"
"1100ml simple syrup","2","0"
"750 g cotija cheese","2","0"
"1450 g cotija cheese","2","0"
"1150g cotija cheese","2","0"
"850g cotija cheese","2","0"
"450 ml cotija cheese","2","0"
"300 ml cotija cheese","2","0"
"1050ml cotija cheese","2","0"
"100ml cotija cheese","2","0"
"1450 g orange curacao","2","0"
"1200 g orange curacao","2","0"
"1000g orange curacao","2","0"
"500g orange curacao","2","0"
"450 ml orange curacao","2","0"
"1400 ml orange curacao","2","0"
"1100ml orange curacao","2","0"
"700ml orange curacao","2","0"
"900 g scotch","2","0"
"1150 g scotch","2","0"
"400g scotch","2","0"
"750g scotch","2","0"
"250 ml scotch","2","0"
"450 ml scotch","2","0"
"1200ml scotch","2","0"
"1500ml scotch","2","0"
"1050 g green chartreuse","2","0"
"300 g green chartreuse","2","0"
"50g green chartreuse","2","0"
"650g green chartreuse","2","0"
"1150 ml green chartreuse","2","0"
"100 ml green chartreuse","2","0"
"650ml green chartreuse","2","0"
"550ml green chartreuse","2","0"
"1450 g aged rum","2","0"
"1300 g aged rum","2","0"
"1200g aged rum","2","0"
"1050g aged rum","2","0"
"700 ml aged rum","2","0"
"1300 ml aged rum","2","0"
"50ml aged rum","2","0"
"250ml aged rum","2","0"
"50 g campari","2","0"
"700 g campari","2","0"
"1300g campari","2","0"
"1050g campari","2","0"
"600 ml campari","2","0"
"700 ml campari","2","0"
"1400ml campari","2","0"
"900ml campari","2","0"
"1100 g light rum","2","0"
"550 g light rum","2","0"
"250g light rum","2","0"
"150g light rum","2","0"
"1200 ml light rum","2","0"
"300 ml light rum","2","0"
"100ml light rum","2","0"
"500ml light rum","2","0"
"550 g simple syrup","2","0"
"650 g simple syrup","2","0"
"600g simple syrup","2","0"
"1050g simple syrup","2","0"
"1250 ml simple syrup","2","0"
"850 ml simple syrup","2","0"
"600ml simple syrup","2","0"
"700ml simple syrup","2","0"
"300 g lemon juice, fresh","2","0"
"350 g lemon juice, fresh","2","0"
"550g lemon juice, fresh","2","0"
"800g lemon juice, fresh","2","0"
"1400 ml lemon juice, fresh","2","0"
"1100 ml lemon juice, fresh","2","0"
"50ml lemon juice, fresh","2","0"
"350ml lemon juice, fresh","2","0"
"1000 g aperol","2","0"
"600 g aperol","2","0"
"500g aperol","2","0"
"1150g aperol","2","0"
"1050 ml aperol","2","0"
"350 ml aperol","2","0"
"200ml aperol","2","0"
"1350ml aperol","2","0"
"300 g lime juice, freshly squeezed","2","0"
"1250 g lime juice, freshly squeezed","2","0"
"1400g lime juice, freshly squeezed","2","0"
"900g lime juice, freshly squeezed","2","0"
"400 ml lime juice, freshly squeezed","2","0"
"700 ml lime juice, freshly squeezed","2","0"
"1100ml lime juice, freshly squeezed","2","0"
"900ml lime juice, freshly squeezed","2","0"
"1100 g agave","2","0"
"650 g agave","2","0"
"850g agave","2","0"
"550g agave","2","0"
"400 ml agave","2","0"
"450 ml agave","2","0"
"50ml agave","2","0"
"300ml agave","2","0"
"750 g grenadine","2","0"
"200 g grenadine","2","0"
"550g grenadine","2","0"
"500g grenadine","2","0"
"250 ml grenadine","2","0"
"1100 ml grenadine","2","0"
"550ml grenadine","2","0"
"500ml grenadine","2","0"
"1200 g unfiltered apple cider","2","0"
"600 g unfiltered apple cider","2","0"
"300g unfiltered apple cider","2","0"
"950g unfiltered apple cider","2","0"
"1200 ml unfiltered apple cider","2","0"
"850 ml unfiltered apple cider","2","0"
"750ml unfiltered apple cider","2","0"
"1150ml unfiltered apple cider","2","0"
"1250 g hard cider","2","0"
"1000 g hard cider","2","0"
"100g hard cider","2","0"
"1250g hard cider","2","0"
"500 ml hard cider","2","0"
"100 ml hard cider","2","0"
"150ml hard cider","2","0"
"1000ml hard cider","2","0"
"1500 g mezcal","2","0"
"400 g mezcal","2","0"
"1250g mezcal","2","0"
"300g mezcal","2","0"
"1150 ml mezcal","2","0"
"850 ml mezcal","2","0"
"350ml mezcal","2","0"
"1450ml mezcal","2","0"
"1100 g blue cheese","2","0"
"1250 g blue cheese","2","0"
"1000g blue cheese","2","0"
"1400g blue cheese","2","0"
"100 ml blue cheese","2","0"
"150 ml blue cheese","2","0"
"50ml blue cheese","2","0"
"550ml blue cheese","2","0"
"250 g blanco tequila","2","0"
"550 g blanco tequila","2","0"
"950g blanco tequila","2","0"
"500g blanco tequila","2","0"
"600 ml blanco tequila","2","0"
"550 ml blanco tequila","2","0"
"500ml blanco tequila","2","0"
"1050ml blanco tequila","2","0"
"700 g rye whiskey","2","0"
"1050 g rye whiskey","2","0"
"1000g rye whiskey","2","0"
"150g rye whiskey","2","0"
"1450 ml rye whiskey","2","0"
"350 ml rye whiskey","2","0"
"50ml rye whiskey","2","0"
"800ml rye whiskey","2","0"
"1300 g aperol","2","0"
"600 g aperol","2","0"
"500g aperol","2","0"
"700g aperol","2","0"
"450 ml aperol","2","0"
"350 ml aperol","2","0"
"900ml aperol","2","0"
"200ml aperol","2","0"
"450 g vanilla extract","2","0"
"1400 g vanilla extract","2","0"
"50g vanilla extract","2","0"
"1350g vanilla extract","2","0"
"1250 ml vanilla extract","2","0"
"150 ml vanilla extract","2","0"
"300ml vanilla extract","2","0"
"900ml vanilla extract","2","0"
"600 g white rum","2","0"
"550 g white rum","2","0"
"350g white rum","2","0"
"500g white rum","2","0"
"1450 ml white rum","2","0"
"650 ml white rum","2","0"
"450ml white rum","2","0"
"1050ml white rum","2","0"
"1050 g absinthe","2","0"
"900 g absinthe","2","0"
"1500g absinthe","2","0"
"150g absinthe","2","0"
"1200 ml absinthe","2","0"
"600 ml absinthe","2","0"
"1400ml absinthe","2","0"
"1500ml absinthe","2","0"
"1050 g demerara simple syrup","2","0"
"150 g demerara simple syrup","2","0"
"1500g demerara simple syrup","2","0"
"100g demerara simple syrup","2","0"
"1500 ml demerara simple syrup","2","0"
"300 ml demerara simple syrup","2","0"
"600ml demerara simple syrup","2","0"
"850ml demerara simple syrup","2","0"
"1000 g gin","2","0"
"950 g gin","2","0"
"100g gin","2","0"
"350g gin","2","0"
"400 ml gin","2","0"
"1000 ml gin","2","0"
"650ml gin","2","0"
"750ml gin","2","0"
"350 g water","2","0"
"1250 g water","2","0"
"1400g water","2","0"
"800g water","2","0"
"100 ml water","2","0"
"750 ml water","2","0"
"950ml water","2","0"
"1200ml water","2","0"
"1050 g scotch","2","0"
"1100 g scotch","2","0"
"1150g scotch","2","0"
"700g scotch","2","0"
"200 ml scotch","2","0"
"650 ml scotch","2","0"
"650ml scotch","2","0"
"900ml scotch","2","0"
"1200 g aged rum","2","0"
"1300 g aged rum","2","0"
"500g aged rum","2","0"
"100g aged rum","2","0"
"400 ml aged rum","2","0"
"1400 ml aged rum","2","0"
"1350ml aged rum","2","0"
"500ml aged rum","2","0"
"500 g dubonnet rouge","2","0"
"450 g dubonnet rouge","2","0"
"450g dubonnet rouge","2","0"
"1500g dubonnet rouge","2","0"
"350 ml dubonnet rouge","2","0"
"600 ml dubonnet rouge","2","0"
"700ml dubonnet rouge","2","0"
"1500ml dubonnet rouge","2","0"
"1150 g simple syrup","2","0"
"350 g simple syrup","2","0"
"700g simple syrup","2","0"
"1400g simple syrup","2","0"
"900 ml simple syrup","2","0"
"800 ml simple syrup","2","0"
"100ml simple syrup","2","0"
"1150ml simple syrup","2","0"
"1450 g lime juice, freshly squeezed","2","0"
"450 g lime juice, freshly squeezed","2","0"
"50g lime juice, freshly squeezed","2","0"
"1500g lime juice, freshly squeezed","2","0"
"400 ml lime juice, freshly squeezed","2","0"
"950 ml lime juice, freshly squeezed","2","0"
"1300ml lime juice, freshly squeezed","2","0"
"550ml lime juice, freshly squeezed","2","0"
"1350 g parmigiano reggiano, freshly ground","2","0"
"1400 g parmigiano reggiano, freshly ground","2","0"
"900g parmigiano reggiano, freshly ground","2","0"
"1050g parmigiano reggiano, freshly ground","2","0"
"200 ml parmigiano reggiano, freshly ground","2","0"
"950 ml parmigiano reggiano, freshly ground","2","0"
"650ml parmigiano reggiano, freshly ground","2","0"
"1450ml parmigiano reggiano, freshly ground","2","0"
"250 g granulated sugar","2","0"
"1350 g granulated sugar","2","0"
"1350g granulated sugar","2","0"
"50g granulated sugar","2","0"
"250 ml granulated sugar","2","0"
"1500 ml granulated sugar","2","0"
"450ml granulated sugar","2","0"
"1400ml granulated sugar","2","0"
"1300 g celery juice, fresh","2","0"
"350 g celery juice, fresh","2","0"
"1250g celery juice, fresh","2","0"
"900g celery juice, fresh","2","0"
"800 ml celery juice, fresh","2","0"
"250 ml celery juice, fresh","2","0"
"50ml celery juice, fresh","2","0"
"1000ml celery juice, fresh","2","0"
"1500 g blanco tequila","2","0"
"100 g blanco tequila","2","0"
"450g blanco tequila","2","0"
"1350g blanco tequila","2","0"
