content,i_id,source
6 1/3 oz cornstarch,239,raasipe_db
6 2/3 oz cornstarch,239,raasipe_db
12 1/8 oz cornstarch,239,raasipe_db
12 1/2 oz cornstarch,239,raasipe_db
"6 2/3 oz sugar, toasted",60,raasipe_db
"6 3/4 oz sugar, toasted",60,raasipe_db
drops vanilla extract,67,raasipe_db
1/8 drops vanilla extract,67,raasipe_db
1/4 drops vanilla extract,67,raasipe_db
1/2 drops vanilla extract,67,raasipe_db
3/4 drops vanilla extract,67,raasipe_db
1/3 drops vanilla extract,67,raasipe_db
2/3 drops vanilla extract,67,raasipe_db
1 1/8 drops vanilla extract,67,raasipe_db
1 1/2 drops vanilla extract,67,raasipe_db
4 1/2 drops vanilla extract,67,raasipe_db
4 1/3 drops vanilla extract,67,raasipe_db
2 1/8 oz light rum,82,raasipe_db
6 1/8 oz heavy cream,36,raasipe_db
12 1/3 oz heavy cream,36,raasipe_db
"cup water, ice cold",71,raasipe_db
"1/8 cup water, ice cold",71,raasipe_db
"1/4 cup water, ice cold",71,raasipe_db
"1/2 cup water, ice cold",71,raasipe_db
"3/4 cup water, ice cold",71,raasipe_db
"1/3 cup water, ice cold",71,raasipe_db
"2/3 cup water, ice cold",71,raasipe_db
"6 3/4 cup water, ice cold",71,raasipe_db
"6 1/8 cup water, ice cold",71,raasipe_db
"2 3/4 cup water, ice cold",71,raasipe_db
"2 1/8 cup water, ice cold",71,raasipe_db
6  packets powdered gelatin,156,raasipe_db
6 1/4 packets powdered gelatin,156,raasipe_db
1  cup corn syrup,291,raasipe_db
1 1/4 cup corn syrup,291,raasipe_db
1 1/4 oz granulated sugar,34,raasipe_db
1  oz granulated sugar,34,raasipe_db
2 1/8 oz granulated sugar,34,raasipe_db
3 1/8 cup cornstarch,239,raasipe_db
2 2/3 cup cornstarch,239,raasipe_db
2 3/4 cup cornstarch,239,raasipe_db
cup confectioners sugar,841,raasipe_db
1/8 cup confectioners sugar,841,raasipe_db
1/4 cup confectioners sugar,841,raasipe_db
1/2 cup confectioners sugar,841,raasipe_db
3/4 cup confectioners sugar,841,raasipe_db
1/3 cup confectioners sugar,841,raasipe_db
2/3 cup confectioners sugar,841,raasipe_db
4 3/4 cup confectioners sugar,841,raasipe_db
4  cup confectioners sugar,841,raasipe_db
12 3/4 cup confectioners sugar,841,raasipe_db
12 1/4 cup confectioners sugar,841,raasipe_db
"cup water, ice cold",71,raasipe_db
"2 1/2 cup water, ice cold",71,raasipe_db
"2 1/4 cup water, ice cold",71,raasipe_db
lb sourdough bread,547,raasipe_db
1/8 lb sourdough bread,547,raasipe_db
1/4 lb sourdough bread,547,raasipe_db
1/2 lb sourdough bread,547,raasipe_db
3/4 lb sourdough bread,547,raasipe_db
1/3 lb sourdough bread,547,raasipe_db
2/3 lb sourdough bread,547,raasipe_db
2 1/8 lb sourdough bread,547,raasipe_db
2 1/4 lb sourdough bread,547,raasipe_db
3 1/3 lb sourdough bread,547,raasipe_db
3 1/2 lb sourdough bread,547,raasipe_db
lbs tomatoes,199,raasipe_db
1/8 lbs tomatoes,199,raasipe_db
1/4 lbs tomatoes,199,raasipe_db
1/2 lbs tomatoes,199,raasipe_db
3/4 lbs tomatoes,199,raasipe_db
1/3 lbs tomatoes,199,raasipe_db
2/3 lbs tomatoes,199,raasipe_db
1 1/8 lbs tomatoes,199,raasipe_db
1 3/4 lbs tomatoes,199,raasipe_db
12 2/3 lbs tomatoes,199,raasipe_db
12  lbs tomatoes,199,raasipe_db
12 2/3 tbsp white wine vinegar,566,raasipe_db
12 1/8 tbsp white wine vinegar,566,raasipe_db
12 1/3 tsp dijon mustard,257,raasipe_db
12 1/4 tsp dijon mustard,257,raasipe_db
tsp dijon mustard,257,raasipe_db
"2 1/3 small shallot, minced",215,raasipe_db
"2  small shallot, minced",215,raasipe_db
"1 1/4 small shallot, minced",215,raasipe_db
"1 3/4 small shallot, minced",215,raasipe_db
"3  leaves basil, roughly chopped",388,raasipe_db
"3 3/4 leaves basil, roughly chopped",388,raasipe_db
"4 1/4 leaves basil, roughly chopped",388,raasipe_db
"4 1/3 leaves basil, roughly chopped",388,raasipe_db
pt grape tomatoes,279,raasipe_db
1/8 pt grape tomatoes,279,raasipe_db
1/4 pt grape tomatoes,279,raasipe_db
1/2 pt grape tomatoes,279,raasipe_db
3/4 pt grape tomatoes,279,raasipe_db
1/3 pt grape tomatoes,279,raasipe_db
2/3 pt grape tomatoes,279,raasipe_db
2 1/2 pt grape tomatoes,279,raasipe_db
2 3/4 pt grape tomatoes,279,raasipe_db
3  pt grape tomatoes,279,raasipe_db
3 1/4 pt grape tomatoes,279,raasipe_db
lb ciliegine mozzarella,925,raasipe_db
1/8 lb ciliegine mozzarella,925,raasipe_db
1/4 lb ciliegine mozzarella,925,raasipe_db
1/2 lb ciliegine mozzarella,925,raasipe_db
3/4 lb ciliegine mozzarella,925,raasipe_db
1/3 lb ciliegine mozzarella,925,raasipe_db
2/3 lb ciliegine mozzarella,925,raasipe_db
3 3/4 lb ciliegine mozzarella,925,raasipe_db
3 1/3 lb ciliegine mozzarella,925,raasipe_db
2 3/4 lb ciliegine mozzarella,925,raasipe_db
2 1/2 lb ciliegine mozzarella,925,raasipe_db
"6 1/2 cup basil, chopped",388,raasipe_db
"6 1/3 cup basil, chopped",388,raasipe_db
"2 3/4 cup basil, chopped",388,raasipe_db
"2 1/3 cup basil, chopped",388,raasipe_db
12 1/3 cup extra virgin olive oil,30,raasipe_db
tbsp balsamic vinegar,740,raasipe_db
1/8 tbsp balsamic vinegar,740,raasipe_db
1/4 tbsp balsamic vinegar,740,raasipe_db
1/2 tbsp balsamic vinegar,740,raasipe_db
3/4 tbsp balsamic vinegar,740,raasipe_db
1/3 tbsp balsamic vinegar,740,raasipe_db
2/3 tbsp balsamic vinegar,740,raasipe_db
4 1/2 tbsp balsamic vinegar,740,raasipe_db
4 3/4 tbsp balsamic vinegar,740,raasipe_db
tsp dried hijiki,927,raasipe_db
1/8 tsp dried hijiki,927,raasipe_db
1/4 tsp dried hijiki,927,raasipe_db
1/2 tsp dried hijiki,927,raasipe_db
3/4 tsp dried hijiki,927,raasipe_db
1/3 tsp dried hijiki,927,raasipe_db
2/3 tsp dried hijiki,927,raasipe_db
1 1/8 tsp dried hijiki,927,raasipe_db
1 1/2 tsp dried hijiki,927,raasipe_db
tsp dried wakame,926,raasipe_db
1/8 tsp dried wakame,926,raasipe_db
1/4 tsp dried wakame,926,raasipe_db
1/2 tsp dried wakame,926,raasipe_db
3/4 tsp dried wakame,926,raasipe_db
1/3 tsp dried wakame,926,raasipe_db
2/3 tsp dried wakame,926,raasipe_db
2 1/4 tsp dried wakame,926,raasipe_db
2 1/3 tsp dried wakame,926,raasipe_db
1 1/3 tsp dried wakame,926,raasipe_db
1 1/2 tsp dried wakame,926,raasipe_db
12 1/2 cups cooked white rice,618,raasipe_db
6 3/4 cups cooked white rice,618,raasipe_db
6 2/3 cups cooked white rice,618,raasipe_db
6 1/3 tsp honey,196,raasipe_db
6 3/4 tsp honey,196,raasipe_db
3 1/2 tsp honey,196,raasipe_db
3  tsp honey,196,raasipe_db
"6 1/2 tsp sesame oil, toasted",776,raasipe_db
"6  tsp sesame oil, toasted",776,raasipe_db
"2 1/2 tsp sesame oil, toasted",776,raasipe_db
"2 3/4 tsp sesame oil, toasted",776,raasipe_db
6 3/4 tsp soy sauce,96,raasipe_db
6 1/3 tsp soy sauce,96,raasipe_db
2 1/8 tsp soy sauce,96,raasipe_db
2  tsp soy sauce,96,raasipe_db
tsp sesame seed,433,raasipe_db
1/8 tsp sesame seed,433,raasipe_db
1/4 tsp sesame seed,433,raasipe_db
1/2 tsp sesame seed,433,raasipe_db
3/4 tsp sesame seed,433,raasipe_db
1/3 tsp sesame seed,433,raasipe_db
2/3 tsp sesame seed,433,raasipe_db
1 1/3 tsp sesame seed,433,raasipe_db
1 3/4 tsp sesame seed,433,raasipe_db
3 2/3 tsp sesame seed,433,raasipe_db
3 3/4 tsp sesame seed,433,raasipe_db
"scallion, thinly sliced",224,raasipe_db
"1/8 scallion, thinly sliced",224,raasipe_db
"1/4 scallion, thinly sliced",224,raasipe_db
"1/2 scallion, thinly sliced",224,raasipe_db
"3/4 scallion, thinly sliced",224,raasipe_db
"1/3 scallion, thinly sliced",224,raasipe_db
"2/3 scallion, thinly sliced",224,raasipe_db
"12 1/4 scallion, thinly sliced",224,raasipe_db
"12 1/8 scallion, thinly sliced",224,raasipe_db
"1 2/3 scallion, thinly sliced",224,raasipe_db
"1 1/4 scallion, thinly sliced",224,raasipe_db
"oz yellow onions, minced",281,raasipe_db
"1/8 oz yellow onions, minced",281,raasipe_db
"1/4 oz yellow onions, minced",281,raasipe_db
"1/2 oz yellow onions, minced",281,raasipe_db
"3/4 oz yellow onions, minced",281,raasipe_db
"1/3 oz yellow onions, minced",281,raasipe_db
"2/3 oz yellow onions, minced",281,raasipe_db
"2 1/2 oz yellow onions, minced",281,raasipe_db
"2 1/4 oz yellow onions, minced",281,raasipe_db
"4 1/8 oz yellow onions, minced",281,raasipe_db
"4 1/3 oz yellow onions, minced",281,raasipe_db
"oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"1/8 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"1/4 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"1/2 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"3/4 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"1/3 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"2/3 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"12 3/4 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"12 1/3 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"4 1/3 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
"4 1/8 oz raw sushi-grade tuna, cut into small cubes",720,raasipe_db
1 2/3 tsp red pepper flakes,201,raasipe_db
tsp celery seed,803,raasipe_db
1/8 tsp celery seed,803,raasipe_db
1/4 tsp celery seed,803,raasipe_db
1/2 tsp celery seed,803,raasipe_db
3/4 tsp celery seed,803,raasipe_db
1/3 tsp celery seed,803,raasipe_db
2/3 tsp celery seed,803,raasipe_db
2 1/8 tsp celery seed,803,raasipe_db
2 1/3 tsp celery seed,803,raasipe_db
3 1/3 tsp celery seed,803,raasipe_db
3 1/4 tsp celery seed,803,raasipe_db
"4 1/4 tsp garlic, finely minced",32,raasipe_db
"4 1/8 tsp garlic, finely minced",32,raasipe_db
"1  tsp garlic, finely minced",32,raasipe_db
"1 1/3 tsp garlic, finely minced",32,raasipe_db
1 2/3 cup apple cider vinegar,6,raasipe_db
1 1/3 cup apple cider vinegar,6,raasipe_db
4 1/8 cup apple cider vinegar,6,raasipe_db
4 1/4 cup apple cider vinegar,6,raasipe_db
1 1/8 cup kosher salt,38,raasipe_db
cup kosher salt,38,raasipe_db
"medium yellow onion, sliced",281,raasipe_db
"1/8 medium yellow onion, sliced",281,raasipe_db
"1/4 medium yellow onion, sliced",281,raasipe_db
"1/2 medium yellow onion, sliced",281,raasipe_db
"3/4 medium yellow onion, sliced",281,raasipe_db
"1/3 medium yellow onion, sliced",281,raasipe_db
"2/3 medium yellow onion, sliced",281,raasipe_db
"6  medium yellow onion, sliced",281,raasipe_db
"6 1/3 medium yellow onion, sliced",281,raasipe_db
"3 1/8 medium yellow onion, sliced",281,raasipe_db
"3 1/3 medium yellow onion, sliced",281,raasipe_db
"large carrot, grated",13,raasipe_db
"1/8 large carrot, grated",13,raasipe_db
"1/4 large carrot, grated",13,raasipe_db
"1/2 large carrot, grated",13,raasipe_db
"3/4 large carrot, grated",13,raasipe_db
"1/3 large carrot, grated",13,raasipe_db
"2/3 large carrot, grated",13,raasipe_db
"large carrot, grated",13,raasipe_db
"2 1/8 large carrot, grated",13,raasipe_db
"2  large carrot, grated",13,raasipe_db
head cabbage,482,raasipe_db
1/8 head cabbage,482,raasipe_db
1/4 head cabbage,482,raasipe_db
1/2 head cabbage,482,raasipe_db
3/4 head cabbage,482,raasipe_db
1/3 head cabbage,482,raasipe_db
2/3 head cabbage,482,raasipe_db
6 3/4 head cabbage,482,raasipe_db
6 1/3 head cabbage,482,raasipe_db
12 1/3 head cabbage,482,raasipe_db
12 1/2 head cabbage,482,raasipe_db
3 1/8 tbsp sugar,60,raasipe_db
12 1/8 tbsp sugar,60,raasipe_db
6 1/4 cup kosher salt,38,raasipe_db
2 2/3 cup kosher salt,38,raasipe_db
2  cup kosher salt,38,raasipe_db
"cup parsley, roughly chopped",53,raasipe_db
"1/8 cup parsley, roughly chopped",53,raasipe_db
"1/4 cup parsley, roughly chopped",53,raasipe_db
"1/2 cup parsley, roughly chopped",53,raasipe_db
"3/4 cup parsley, roughly chopped",53,raasipe_db
"1/3 cup parsley, roughly chopped",53,raasipe_db
"2/3 cup parsley, roughly chopped",53,raasipe_db
"12 1/8 cup parsley, roughly chopped",53,raasipe_db
"12  cup parsley, roughly chopped",53,raasipe_db
"1  large carrot, grated",13,raasipe_db
"1 3/4 large carrot, grated",13,raasipe_db
"4 3/4 large carrot, grated",13,raasipe_db
"4 1/4 large carrot, grated",13,raasipe_db
"large red onion, sliced",167,raasipe_db
"1/8 large red onion, sliced",167,raasipe_db
"1/4 large red onion, sliced",167,raasipe_db
"1/2 large red onion, sliced",167,raasipe_db
"3/4 large red onion, sliced",167,raasipe_db
"1/3 large red onion, sliced",167,raasipe_db
"2/3 large red onion, sliced",167,raasipe_db
"2 1/4 large red onion, sliced",167,raasipe_db
"2  large red onion, sliced",167,raasipe_db
large cabbage,482,raasipe_db
1/8 large cabbage,482,raasipe_db
1/4 large cabbage,482,raasipe_db
1/2 large cabbage,482,raasipe_db
3/4 large cabbage,482,raasipe_db
1/3 large cabbage,482,raasipe_db
2/3 large cabbage,482,raasipe_db
3 3/4 large cabbage,482,raasipe_db
3 1/3 large cabbage,482,raasipe_db
"1 1/8 tbsp black peppercorn, freshly ground",8,raasipe_db
"1 1/3 tbsp black peppercorn, freshly ground",8,raasipe_db
"4 1/3 tbsp black peppercorn, freshly ground",8,raasipe_db
"4  tbsp black peppercorn, freshly ground",8,raasipe_db
1 1/4 tbsp dijon mustard,257,raasipe_db
4 1/2 tbsp dijon mustard,257,raasipe_db
4 1/8 tbsp dijon mustard,257,raasipe_db
4 2/3 cup apple cider vinegar,6,raasipe_db
3  cup mayonnaise,158,raasipe_db
1  qt vegetable stock,183,raasipe_db
3 1/2 qt vegetable stock,183,raasipe_db
3 1/3 qt vegetable stock,183,raasipe_db
pinch red pepper flakes,201,raasipe_db
1/8 pinch red pepper flakes,201,raasipe_db
1/4 pinch red pepper flakes,201,raasipe_db
1/2 pinch red pepper flakes,201,raasipe_db
3/4 pinch red pepper flakes,201,raasipe_db
1/3 pinch red pepper flakes,201,raasipe_db
2/3 pinch red pepper flakes,201,raasipe_db
2 1/4 pinch red pepper flakes,201,raasipe_db
2 2/3 pinch red pepper flakes,201,raasipe_db
6 3/4 pinch red pepper flakes,201,raasipe_db
6  pinch red pepper flakes,201,raasipe_db
"lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"1/8 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"1/4 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"1/2 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"3/4 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"1/3 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"2/3 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"2 3/4 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"2 1/8 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"6 3/4 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"6 1/4 lb asparagus, trimmed and cut into -inch pieces",582,raasipe_db
"bunch kale, stems discarded, roughly chopped",599,raasipe_db
"1/8 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"1/4 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"1/2 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"3/4 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"1/3 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"2/3 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"12 2/3 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"12 3/4 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"4 2/3 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"4 1/8 bunch kale, stems discarded, roughly chopped",599,raasipe_db
"1  cup pea, frozen",473,raasipe_db
"1 1/3 cup pea, frozen",473,raasipe_db
"12 1/8 cup pea, frozen",473,raasipe_db
"12  cup pea, frozen",473,raasipe_db
cup farro,928,raasipe_db
1/8 cup farro,928,raasipe_db
1/4 cup farro,928,raasipe_db
1/2 cup farro,928,raasipe_db
3/4 cup farro,928,raasipe_db
1/3 cup farro,928,raasipe_db
2/3 cup farro,928,raasipe_db
1  cup farro,928,raasipe_db
1 1/3 cup farro,928,raasipe_db
6 1/2 cup farro,928,raasipe_db
6 1/3 cup farro,928,raasipe_db
"cup feta, crumbled",438,raasipe_db
"1/8 cup feta, crumbled",438,raasipe_db
"1/4 cup feta, crumbled",438,raasipe_db
"1/2 cup feta, crumbled",438,raasipe_db
"3/4 cup feta, crumbled",438,raasipe_db
"1/3 cup feta, crumbled",438,raasipe_db
"2/3 cup feta, crumbled",438,raasipe_db
"4 3/4 cup feta, crumbled",438,raasipe_db
"4  cup feta, crumbled",438,raasipe_db
"3 1/8 cup feta, crumbled",438,raasipe_db
"3 3/4 cup feta, crumbled",438,raasipe_db
"1  scallions, thinly sliced",224,raasipe_db
"1 1/4 scallions, thinly sliced",224,raasipe_db
"2 1/4 scallions, thinly sliced",224,raasipe_db
"2 1/2 scallions, thinly sliced",224,raasipe_db
2  cup almond,210,raasipe_db
2 2/3 cup almond,210,raasipe_db
3 1/2 tbsp dijon mustard,257,raasipe_db
3 1/3 tbsp dijon mustard,257,raasipe_db
"2 1/8 tbsp lemon juice, freshly squeezed",39,raasipe_db
"4 2/3 tbsp lemon juice, freshly squeezed",39,raasipe_db
2 2/3 cup extra virgin olive oil,30,raasipe_db
3 1/4 tbsp water,71,raasipe_db
2 2/3 tbsp white wine vinegar,566,raasipe_db
12 1/2 tsp dijon mustard,257,raasipe_db
3 2/3 tsp dijon mustard,257,raasipe_db
"clove small garlic, minced",32,raasipe_db
"1/8 clove small garlic, minced",32,raasipe_db
"1/4 clove small garlic, minced",32,raasipe_db
"1/2 clove small garlic, minced",32,raasipe_db
"3/4 clove small garlic, minced",32,raasipe_db
"1/3 clove small garlic, minced",32,raasipe_db
"2/3 clove small garlic, minced",32,raasipe_db
"3  clove small garlic, minced",32,raasipe_db
"3 2/3 clove small garlic, minced",32,raasipe_db
"4 2/3 clove small garlic, minced",32,raasipe_db
"4 1/2 clove small garlic, minced",32,raasipe_db
"4 1/4 small shallot, minced",215,raasipe_db
"4 1/3 small shallot, minced",215,raasipe_db
"12 1/4 small shallot, minced",215,raasipe_db
"12 1/8 small shallot, minced",215,raasipe_db
leaf arugula,412,raasipe_db
1/8 leaf arugula,412,raasipe_db
1/4 leaf arugula,412,raasipe_db
1/2 leaf arugula,412,raasipe_db
3/4 leaf arugula,412,raasipe_db
1/3 leaf arugula,412,raasipe_db
2/3 leaf arugula,412,raasipe_db
1 2/3 leaf arugula,412,raasipe_db
1  leaf arugula,412,raasipe_db
4 1/8 leaf arugula,412,raasipe_db
4 1/4 leaf arugula,412,raasipe_db
"2  cup mint, roughly chopped",44,raasipe_db
"1 1/4 tbsp lemon juice, freshly squeezed",39,raasipe_db
"4 3/4 tbsp lemon juice, freshly squeezed",39,raasipe_db
"lbs seedless watermelons, cut into cubes",584,raasipe_db
"1/8 lbs seedless watermelons, cut into cubes",584,raasipe_db
"1/4 lbs seedless watermelons, cut into cubes",584,raasipe_db
"1/2 lbs seedless watermelons, cut into cubes",584,raasipe_db
"3/4 lbs seedless watermelons, cut into cubes",584,raasipe_db
"1/3 lbs seedless watermelons, cut into cubes",584,raasipe_db
"2/3 lbs seedless watermelons, cut into cubes",584,raasipe_db
"2  lbs seedless watermelons, cut into cubes",584,raasipe_db
"2 1/2 lbs seedless watermelons, cut into cubes",584,raasipe_db
"12 1/2 lbs seedless watermelons, cut into cubes",584,raasipe_db
"12 3/4 lbs seedless watermelons, cut into cubes",584,raasipe_db
oz feta,438,raasipe_db
1/8 oz feta,438,raasipe_db
1/4 oz feta,438,raasipe_db
1/2 oz feta,438,raasipe_db
3/4 oz feta,438,raasipe_db
1/3 oz feta,438,raasipe_db
2/3 oz feta,438,raasipe_db
3 1/3 oz feta,438,raasipe_db
3 2/3 oz feta,438,raasipe_db
"4 1/3 tsp black peppercorn, freshly ground",8,raasipe_db
6 1/8 tbsp extra virgin olive oil,30,raasipe_db
"1 1/8 tbsp lemon zest, freshly grated",440,raasipe_db
"radish, thinly sliced",195,raasipe_db
"1/8 radish, thinly sliced",195,raasipe_db
"1/4 radish, thinly sliced",195,raasipe_db
"1/2 radish, thinly sliced",195,raasipe_db
"3/4 radish, thinly sliced",195,raasipe_db
"1/3 radish, thinly sliced",195,raasipe_db
"2/3 radish, thinly sliced",195,raasipe_db
"3 1/2 radish, thinly sliced",195,raasipe_db
"3  radish, thinly sliced",195,raasipe_db
"3 1/4 tbsp parsley, minced",53,raasipe_db
"4 1/4 tbsp parsley, minced",53,raasipe_db
"4  tbsp parsley, minced",53,raasipe_db
"cup scallion, sliced",224,raasipe_db
"1/8 cup scallion, sliced",224,raasipe_db
"1/4 cup scallion, sliced",224,raasipe_db
"1/2 cup scallion, sliced",224,raasipe_db
"3/4 cup scallion, sliced",224,raasipe_db
"1/3 cup scallion, sliced",224,raasipe_db
"2/3 cup scallion, sliced",224,raasipe_db
"6 2/3 cup scallion, sliced",224,raasipe_db
"6 1/3 cup scallion, sliced",224,raasipe_db
"2 1/3 cup celery, finely diced",14,raasipe_db
"12 1/2 cup celery, finely diced",14,raasipe_db
"12 1/4 cup celery, finely diced",14,raasipe_db
"12 1/3 tsp lemon juice, freshly squeezed",39,raasipe_db
"12 1/2 tsp lemon juice, freshly squeezed",39,raasipe_db
"4 1/2 tsp lemon juice, freshly squeezed",39,raasipe_db
"4 2/3 tsp lemon juice, freshly squeezed",39,raasipe_db
1 1/4 cup mayonnaise,158,raasipe_db
1  cup mayonnaise,158,raasipe_db
"hard-boiled eggs, chilled and peeled",29,raasipe_db
"1/8 hard-boiled eggs, chilled and peeled",29,raasipe_db
"1/4 hard-boiled eggs, chilled and peeled",29,raasipe_db
"1/2 hard-boiled eggs, chilled and peeled",29,raasipe_db
"3/4 hard-boiled eggs, chilled and peeled",29,raasipe_db
"1/3 hard-boiled eggs, chilled and peeled",29,raasipe_db
"2/3 hard-boiled eggs, chilled and peeled",29,raasipe_db
"4 1/4 hard-boiled eggs, chilled and peeled",29,raasipe_db
"4  hard-boiled eggs, chilled and peeled",29,raasipe_db
6 1/4 wedges lemons,76,raasipe_db
6 2/3 wedges lemons,76,raasipe_db
12 1/8 wedges lemons,76,raasipe_db
4 1/2 cups vegetable oil,11,raasipe_db
4 3/4 cups vegetable oil,11,raasipe_db
12 1/4 cups vegetable oil,11,raasipe_db
12 2/3 cups vegetable oil,11,raasipe_db
"3  tsp fresh black peppercorn, ground",8,raasipe_db
1 1/2 wedges lemons,76,raasipe_db
4  wedges lemons,76,raasipe_db
3 1/4 cups vegetable oil,11,raasipe_db
3 3/4 cups vegetable oil,11,raasipe_db
12 3/4 kosher salt,38,raasipe_db
12 2/3 kosher salt,38,raasipe_db
6 2/3 kosher salt,38,raasipe_db
"skinless chicken breasts, trimmed",312,raasipe_db
"1/8 skinless chicken breasts, trimmed",312,raasipe_db
"1/4 skinless chicken breasts, trimmed",312,raasipe_db
"1/2 skinless chicken breasts, trimmed",312,raasipe_db
"3/4 skinless chicken breasts, trimmed",312,raasipe_db
"1/3 skinless chicken breasts, trimmed",312,raasipe_db
"2/3 skinless chicken breasts, trimmed",312,raasipe_db
"6 1/4 skinless chicken breasts, trimmed",312,raasipe_db
"6 2/3 skinless chicken breasts, trimmed",312,raasipe_db
"2  skinless chicken breasts, trimmed",312,raasipe_db
"2 3/4 skinless chicken breasts, trimmed",312,raasipe_db
"2 1/2 tsp fresh black peppercorn, ground",8,raasipe_db
"2 1/8 tsp fresh black peppercorn, ground",8,raasipe_db
"3 2/3 tsp fresh black peppercorn, ground",8,raasipe_db
12 3/4 tbsp water,71,raasipe_db
6  tbsp water,71,raasipe_db
6 1/3 tbsp water,71,raasipe_db
oz dried chinese noodles,930,raasipe_db
1/8 oz dried chinese noodles,930,raasipe_db
1/4 oz dried chinese noodles,930,raasipe_db
1/2 oz dried chinese noodles,930,raasipe_db
3/4 oz dried chinese noodles,930,raasipe_db
1/3 oz dried chinese noodles,930,raasipe_db
2/3 oz dried chinese noodles,930,raasipe_db
12 3/4 oz dried chinese noodles,930,raasipe_db
12 1/4 oz dried chinese noodles,930,raasipe_db
1 1/8 oz dried chinese noodles,930,raasipe_db
1 1/4 oz dried chinese noodles,930,raasipe_db
"4  scallions, thinly sliced",224,raasipe_db
cup mung bean sprout,560,raasipe_db
1/8 cup mung bean sprout,560,raasipe_db
1/4 cup mung bean sprout,560,raasipe_db
1/2 cup mung bean sprout,560,raasipe_db
3/4 cup mung bean sprout,560,raasipe_db
1/3 cup mung bean sprout,560,raasipe_db
2/3 cup mung bean sprout,560,raasipe_db
3 1/8 cup mung bean sprout,560,raasipe_db
3  cup mung bean sprout,560,raasipe_db
1 1/2 cup mung bean sprout,560,raasipe_db
1 1/4 cup mung bean sprout,560,raasipe_db
"cucumber, sliced",198,raasipe_db
"1/8 cucumber, sliced",198,raasipe_db
"1/4 cucumber, sliced",198,raasipe_db
"1/2 cucumber, sliced",198,raasipe_db
"3/4 cucumber, sliced",198,raasipe_db
"1/3 cucumber, sliced",198,raasipe_db
"2/3 cucumber, sliced",198,raasipe_db
"cucumber, sliced",198,raasipe_db
"2 2/3 cucumber, sliced",198,raasipe_db
"2  cucumber, sliced",198,raasipe_db
"large yellow bell peppers, seeded and sliced",437,raasipe_db
"1/8 large yellow bell peppers, seeded and sliced",437,raasipe_db
"1/4 large yellow bell peppers, seeded and sliced",437,raasipe_db
"1/2 large yellow bell peppers, seeded and sliced",437,raasipe_db
"3/4 large yellow bell peppers, seeded and sliced",437,raasipe_db
"1/3 large yellow bell peppers, seeded and sliced",437,raasipe_db
"2/3 large yellow bell peppers, seeded and sliced",437,raasipe_db
"1 2/3 large yellow bell peppers, seeded and sliced",437,raasipe_db
"1  large yellow bell peppers, seeded and sliced",437,raasipe_db
12 1/3 tbsp honey,196,raasipe_db
4 1/2 tbsp honey,196,raasipe_db
"clove garlic, grated",32,raasipe_db
"1/8 clove garlic, grated",32,raasipe_db
"1/4 clove garlic, grated",32,raasipe_db
"1/2 clove garlic, grated",32,raasipe_db
"3/4 clove garlic, grated",32,raasipe_db
"1/3 clove garlic, grated",32,raasipe_db
"2/3 clove garlic, grated",32,raasipe_db
"2  clove garlic, grated",32,raasipe_db
"2 1/2 clove garlic, grated",32,raasipe_db
"3 1/4 clove garlic, grated",32,raasipe_db
"3 1/2 clove garlic, grated",32,raasipe_db
"tbsp sesame oil, toasted",776,raasipe_db
"1/8 tbsp sesame oil, toasted",776,raasipe_db
"1/4 tbsp sesame oil, toasted",776,raasipe_db
"1/2 tbsp sesame oil, toasted",776,raasipe_db
"3/4 tbsp sesame oil, toasted",776,raasipe_db
"1/3 tbsp sesame oil, toasted",776,raasipe_db
